// key	CHARACTER_DESCRIPTION_
10200366	อย่าเมินหน้าหนี จงสาบานซะว่าจะภักดีต่อข้า\หากเจ้าทำเช่นนั้น ข้าจะพาเจ้าไปสู่สรวงสวรรค์
10200369	ข้าเตรียมกระสุนลูกนี้ไว้สำหรับเจ้าโดยเฉพาะ\เกรนเดล คนซาดิสต์ที่เจ้าเกลียดไม่ลง
10200372	ปีศาจที่มีชีวิตอยู่เพื่อการแก้แค้น
10200373	อย่ามายุ่งกับเรื่องของข้า\ปล่อยให้ข้าได้ใช้ชีวิตตามต้องการเถอะ
10200374	โชคชะตาคือบางสิ่งที่เจ้าสร้างขึ้น\เพราะงั้น ให้ข้าสร้างให้เจ้าเถอะ!
10200375	อยากรู้ความลับอะไรมั้ย\ข้าก็เกลียดคริสต์มาสเหมือนกัน
10200376	ไม่มีใครเข้าใจลมแถบขั้วโลกได้หรอก\มันเป็นประสงค์ของพระเจ้า
10200377	โอ โฮลี่ ไนท์แมร์ฝ่า\พายุหิมะที่โหมกระหน่ำมาหาเจ้าแล้ว!
10200378	อย่ามาล้อเลียนข้านะ!\ข้ากลัวปีศาจจริงๆ นะ!
10200379	ข้าอดไม่ได้ที่จะต้องต่อต้านพวกปีศาจ\ก็พวกมันดูน่ากลัวซะขนาดนั้น
10200381	เอ็กโซซิสต์รุ่นเยาว์ที่ถูกคาดหวังให้เดินตามรอยเท้าของพ่อมดเมอร์ลินผู้ยิ่งใหญ่
10200382	ที่ปรึกษาผู้เป็นครึ่งเทพ\ปราชญ์ผู้จะปลุกพลังภายในของเจ้า
10200388	โยโฮ่ โยโฮ่! ข้าจะออกไปล่องทะเลแล้วนะ!\ข้าอยู่ระหว่างทำภารกิจที่มีเป้าหมายเพียงหนึ่งเดียว นั่นคือสวรรค์สำหรับข้า!
10200389	เรลิกศักดิ์สิทธิ์ซาลลอสนั้นหลักแหลมพอๆ กับที่เป็นนักคิดหัวไว\แต่กระนั้น ความปรารถนาของเธอก็ยังไม่ได้รับการเติมเต็ม
10200390	เพชฌฆาตบีเลียล หนึ่งในสามกงสุลที่ทำงานให้ราชาปีศาจแห่งโลกปีศาจ
10200399	สุขสันต์วันคริสต์มาส!\ เจ้าอยากได้อะไรเป็นของขวัญเหรอ?
10200404	ชีวิตคือเกมแห่งโอกาส ใช่มั้ยล่ะ?\ ข้าจะเชื่อในโชคดีของตัวเองนะ!
10200405	เทพแอเรียล ตัวแทนของสวรรค์ผู้ปิดบังตัวตนที่แท้จริงของตัวเอง
20100001	"ถ้ามีลูกบอลน้ำเงินสำหรับเล่นโยนให้ไปเก็บล่ะก็ ข้าคงเป็นแชมป์ของทุกเกมที่ใช้ลูกบอลเล่น"
20100002	"โปรดใช้ไม้ตีแมลง ถ้าข้าส่งเสียงกวนใจ"
20100003	"อย่าพ่นยาฆ่าแมลงใส่ข้า ต่อให้ข้าทำเสียงหึ่งๆ ดังเกินไปก็เถอะ"
20100004	"การจับข้าได้จะไม่ทำให้เจ้าได้คะแนน และไม่ทำให้เกมจบด้วย"
20100005	"โปรดระวังอย่าให้ลูกบอลกระทบตัวเจ้า"
20100006	ปีศาจกำลังมองเจ้าอยู่\ถ้ามันทำให้เย็นยะเยือกไปถึงไขสันหลัง จงวิ่งหนีไปแล้วอย่าเหลียวมามอง
20100007	ปีศาจกำลังมองเจ้าอยู่\ถ้าสายตาที่จ้องมองนั้นแข็งกล้า จงลุกขึ้นเงียบๆ แล้วจากไป
20100008	ปีศาจกำลังมองเจ้าอยู่ ถ้าเจ้าได้ยินเสียงลมในป่า จงผิวปากของเจ้าซะ
20100009	ปีศาจกำลังมองเจ้าอยู่ ถ้าเจ้าเขินอาย จงไปซ่อนอยู่ในรู
20100010	ปีศาจกำลังมองเจ้าอยู่\ถ้าเจ้าเห็นอะไรเรืองแสงในความมืด จงอย่าส่งเสียงออกมา
20100011	ถ้าอาบน้ำคนเดียวแล้วเหงา\ลองใส่มันลงในอ่างแล้วคุยดูสิ
20100012	เชิงเทียนที่มีสปริง ร่างของมันใหญ่กว่าสปริง
20100013	โปรดวางมันลงในแปลงดอกไม้\มันมีออปชั่นเสริมคือคุณสมบัติควบคุมศัตรูพืช
20100014	วางมันบนโต๊ะเพื่อช่วยเสริมสร้างสมาธิ\แต่พยายามอย่าสนใจเสียงสปริงล่ะ
20100015	"โปรดพยายามวางแผนเซอร์ไพรส์อะไรสักอย่าง ถ้าเจ้าอยากจะผูกมิตรภาพให้ลึกซึ้ง"
20100016	"ข้ามาเพื่อเอาชีวิตของเจ้า อย่าทำให้มันยากกว่าที่ควรจะเป็นเลย!"
20100017	"นินจาจงรักภักดียิ่งชีวิต! ได้โปรดรีบออกคำสั่งให้ข้าเสียทีเถิด มาสเตอร์!"
20100018	"อยู่นิ่งๆ ไม่งั้นข้าจะเฉือนเจ้า!"
20100019	"อย่าไว้วางใจเงาของเจ้าจนเกินไป!"
20100020	"วิถีนักรบเป็นหนทางที่เดียวดาย จงอย่ากีดขวางทางของข้า"
20100021	หมูครึ่งบกครึ่งน้ำ หากอยู่ในน้ำ มันจะกลายเป็นหมูที่ทรงพลังเหนือกว่าใคร
20100022	เจ้าหมูน้อยกิกลิ ที่ต่างจากลูกหมูสามตัว คือ เจ้าหมูน้อยนี่เป็นลูกตัวเดียว
20100023	เคารพทางเลือกที่จะเป็นมังสวิรัติ
20100024	โปรดอย่าถ่ายภาพหมูน้อยผู้เป็นไอดอลตัวนี้โดยไม่ได้รับอนุญาต
20100025	หมูอารมณ์อ่อนไหวตัวนี้มีเสียงร้องอู๊ดที่หม่นหมองที่สุดในโลก
20100026	สาวพยาบาทในชุดน้ำเงินโหดร้ายยิ่งนัก "ข้าจะตอบแทนความเกลียดชังและความเจ็บปวดที่ได้รับมากลับไปเป็นสองเท่า"
20100027	สาวพยาบาทในชุดแดงรุ่มร้อนไปด้วยความโกรธ "ข้าจะตามล่าไปจนสุดขอบนรกเพียงเพื่อให้ได้ล้างแค้น"
20100028	สาวพยาบาทในชุดเขียวจะฉกฉวยไปทุกอย่าง รวมทั้งหัวใจของเจ้าด้วย "เจ้าจะต้องชดใช้บาปด้วยชีวิต"
20100029	แสงของสาวพยาบาทไม่เคยมอดดับ\"พยายามหนีไป อย่างน้อยก็จนกว่าความโกรธนี้จะบรรเทา"
20100030	ความมืดของสาวพยาบาทตั้งมั่นอยู่กับการล้างแค้น\"อยากทำอะไรก็ทำไป ถึงยังไงข้าก็จะช่วงชิงมันมาให้หมด"
20100031	มันจะอยู่ตราบที่เจ้ายังเดียวดาย\เก็บมันไว้ในขวดพลาสติก ไม่อย่างนั้นมันจะระเหยไปในไม่กี่นาที
20100032	มันจะอยู่ตราบที่เจ้าแบกความเกลียดชัง\จัดโต๊ะให้เรียบร้อย ไม่อย่างนั้นมันจะขุ่นเคือง
20100033	มันจะอยู่ตราบเท่าที่เจ้ายังมีความไว้ใจ\มันชอบอาบแดดในป่าก็จริง แต่มันก็ยังสังเคราะห์แสงไม่ได้
20100034	มันจะอยู่ตราบเท่าที่เจ้ากระวนกระวาย\ถ้าจ้องมันนานเกินไป ตา ไหล่ และสะโพกจะอ่อนแรง
20100035	มันจะอยู่ตราบเท่าที่เจ้าเศร้าโศก\เวลานอนหลับเฉลี่ยวันละ 26 ชั่วโมง
20100036	ภายใต้โฉมหน้าที่ซ่อนดาบไว้ในรอยยิ้ม...
20100039	มันชอบกินวัชพืชที่เย็นจนแข็ง
20100040	พิสูจน์แล้วว่าอาศัยอยู่ในเขตร้อน
20100041	ว่ากันว่ามันจะโปรยผงแฟรี่ออกมาถ้าหากได้รับการเลี้ยงดูด้วยความรัก แต่อย่าไปหลงเชื่อข่าวลือเข้าล่ะ
20100042	ตำนานเล่าว่ามันเกิดมาจากดักแด้ที่ถูกสายฟ้าฟาด
20100043	เมื่อจ้องดูใกล้ๆ เจ้าจะเห็นว่ามันคือผีเสื้อราตรี
20100044	รู้สึกถึงอากาศเย็นเฉียบจากข้างใน น่าจะมีประโยชน์ในฤดูร้อน
20100045	มองเห็นแสงสีแดงได้จากข้างใน อาจจะเป็นประโยชน์ในเหตุฉุกเฉิน
20100046	ถ้าเจ้ารวบรวมแต่ละสีเอาไว้ เจ้าอาจจะใช้มันเป็นสัญญาณไฟจราจรได้
20100047	มองเห็นแสงสีทองได้จากข้างใน น่าจะเหมาะสำหรับการถ่ายภาพ
20100048	มองเห็นแสงสีขาวบริสุทธิ์ได้จากข้างใน น่าจะเหมาะสำหรับใช้เป็นโคมไฟข้างเตียง
20100049	พืชหมองหม่นที่เติบโตในที่ร่มเงา
20100050	ลักษณะเด่นคือมีรสเผ็ดจนลิ้นชา
20100051	มันเป็นพืชรากโต อย่าสับสนกับพวกถั่ว
20100052	ชื่อเล่น: พีช\ชื่อเล่นที่เกลียด: พีช
20100053	จงระวังเวลาเอ่ยชื่อนี้ ออกเสียงว่าดาห์ค ไม่ใช่ดาร์ค
20100054	เข็มฉีดยาสำหรับอาการผิวหนังอักเสบ ผิวหนังเก่าและอ่อนแอจะได้รับการฟื้นคืนให้เหมือนใหม่
20100055	เข็มฉีดยาสำหรับอาการไข้ เชื่อกันว่าสารออกฤทธิ์คือพริกหยวกแดง ไม่ใช่สตรอว์เบอร์รี
20100056	ประกอบด้วยยางไม้ที่มีสรรพคุณบรรเทาความอ่อนล้าและความตึงเครียด
20100057	ไม่ใส่สีสังเคราะห์หรือสารกันบูด หายห่วงได้เลย
20100058	ถ้าแช่ไว้ในช่องฟรีซ\จะสามารถลิ้มรสไอศกรีมองุ่นได้
20100059	เมื่อจะถามอะไรจากอีวิล คิวบ์ เจ้าต้องพูดในสิ่งที่ตรงข้ามอย่างสิ้นเชิง
20100060	พาย คิวบ์ผู้ปฏิเสธไม่เป็น ถ้าต้องการความช่วยเหลือเมื่อไหร่ก็เรียกมันสิ
20100061	วางกลับไปไว้ในที่ของมันหลังใช้เสร็จ\ถ้าไปเหยียบโดนเข้าอาจจะทำให้เจ็บปวดมาก
20100062	สามารถใช้แทนแสงไฟฟลูออเรสเซนต์ในห้องน้ำได้
20100063	พิสูจน์จากการเฝ้าสังเกตว่ามันเป็นลูกบาศก์กลางคืน ขอให้ระวังอย่าให้มันทำเจ้าหดหู่ก็แล้วกัน
20100064	แท่นวางถ้วยที่ใหญ่กว่าถ้วย
20100065	ของตกแต่งราคาแพงที่ดูแล้วไม่น่าจะมาอยู่ในห้องที่ไม่ค่อยมีอะไร\ของปีศาจจอมขี้เกียจ
20100066	พิสูจน์จากการทดสอบแล้วว่ามันเป็นพืช สามารถเก็บเกี่ยวมาใช้เป็นอาหารยามฉุกเฉินได้
20100067	สิ่งที่ขาดไม่ได้สำหรับปีศาจยากจนที่กังวลเรื่องบิลค่าไฟฟ้า
20100068	เคลื่อนไหวได้เฉพาะทางซ้ายและขวา
20100069	ไชลด์นี้ถือกำเนิดจากความเหงา โดยจะเริ่มเดือดขึ้นมาด้วยความโมโหและระเหยไปในที่สุดถ้าถูกละเลย
20100070	ไชลด์นี้ถือกำเนิดจากความเกลียดชัง โดยจะถอนหายใจอย่างหนักหน่วงด้วยความเครียดสะสม
20100071	ไชลด์นี้ถือกำเนิดจากความไว้ใจ\พอลองชิมดูแล้วรสชาติเหมือนแตงกวาเลย
20100072	ไชลด์นี้ถือกำเนิดจากความเศร้า ให้ความรู้สึกนุ่มนิ่มน่าบีบชวนให้ติดใจ
20100073	ไชลด์นี้ถือกำเนิดจากความกระวนกระวาย ดึงออกไปได้ยากหลังจากเกาะติดกับเสื้อผ้าแล้ว
20100074	มันชอบความเหงา ว่ากันว่าการอยู่กับมันจะช่วยรักษาอาการซึมเศร้าได้
20100075	มันชอบความเกลียดชัง และอาจช่วยรักษาอาการปวดเส้นประสาทได้\เมื่อนำมาประคบแทนกระเป๋าน้ำร้อน
20100076	มันชอบความไว้ใจ และสารละลายที่ได้จากการต้มหนวดของมันยังมีฤทธิ์ต้านความชรา
20100077	มันชอบความเศร้า และเพลงขับกล่อมของมันอาจช่วยแก้อาการนอนไม่หลับได้อย่างชะงัด
20100078	มันชอบความกระวนกระวาย และอาจขจัดความอ่อนล้าเมื่อนำมาไว้ในบ้าน
20100079	มันอยากกินความเหงาของเจ้า\ต้องแช่แข็งไว้ที่อุณหภูมิ -18°C หรือต่ำกว่านั้น
20100080	มันอยากกินความเกลียดชังของเจ้า\มันมีชื่อเล่นว่า "ขวดน้ำร้อนที่เย็นแล้ว" เนื่องจากมีอุณหภูมิค่อนข้างอุ่น
20100081	มันอยากกินความไว้ใจของเจ้า งานอดิเรกของมันคือผลิตแป้งจากกระบวนการสังเคราะห์แสง
20100082	มันอยากกินความเศร้าของเจ้า เจ้าสามารถคุยกับมันได้ทุกเรื่อง แต่มันไม่เคยให้คำแนะนำใดๆ
20100083	มันอยากกินความกระวนกระวายของเจ้า ถ้าเจ้าพยายามคุยกับมัน มันมักจะไม่สนใจ
20100084	มันเติบโตจากการกินความเหงา และร้องเพลงด้วยเสียงที่กังวานดุจแม่น้ำใสแจ๋ว
20100085	มันเติบโตจากการกินความเกลียดชัง และแผ่ความร้อนออกมากำลังดี
20100086	มันเติบโตจากการกินความไว้ใจ และคลอโรฟิลล์ขนาดยักษ์ของมัน\พร้อมจะลองสังเคราะห์แสงอย่างเต็มรูปแบบแล้ว!
20100087	มันเติบโตจากการกินความเศร้า อย่าลืมขอบคุณมันด้วยล่ะ
20100088	มันเติบโตจากการกินความกระวนกระวาย แต่เพราะเจ้าไม่รู้ว่ามันคิดอะไรอยู่ เจ้าเลยกระวนกระวายยิ่งกว่าเก่า
20100094	ไชลด์ผู้ถือกำเนิดจากน้ำตาของเพนกวินขั้วโลกเหนือ...
20100095	เจ้าหญิงอีออสมีดำริจะกล่าวถ้อยคำบางประการ\แต่ถ้อยคำนั้นจะนำพาให้เกิดสิ่งใดเล่า
20100096	มันอยากกินความสุขสันต์ของเจ้า\มันมักคิดว่ามันเป็นหัวหน้า ระวังให้ดีล่ะ
20100097	มันเติบโตจากการกินความสุขสันต์ มันสว่างจ้าทั้งกลางวันกลางคืน
20100099	แฟรี่ธรรมดาที่มีอยู่ปกติทั่วไป\แต่ในบรรดาแฟรี่เหล่านั้น พิกซี่สีน้ำเงินใจดีที่สุด
20100100	แฟรี่ธรรมดาที่มีอยู่ปกติทั่วไป\แต่ในบรรดาแฟรี่เหล่านั้น พิกซี่สีแดงจะยุ่งง่วนกับบางสิ่งที่สุด
20100101	แฟรี่ธรรมดาที่มีอยู่ปกติทั่วไป\แต่ในบรรดาแฟรี่เหล่านั้น พิกซี่สีเขียวสนุกสนานที่สุด
20100102	แฟรี่ธรรมดาที่มีอยู่ปกติทั่วไป\แต่ในบรรดาแฟรี่เหล่านั้น พิกซี่แสงเสียงดังที่สุด
20100103	แฟรี่ธรรมดาที่มีอยู่ปกติทั่วไป\แต่ในบรรดาแฟรี่เหล่านั้น พิกซี่สีดำเอาแต่ใจที่สุด
20100104	ถ้าได้ยินเสียงน้ำหยด แปลว่าบลูรอนปีกน้ำคงอยู่ใกล้ๆ
20100105	ถ้าได้ยินเสียงไฟลุกไหม้ แปลว่าไฟรอนปีกแดงคงอยู่ใกล้ๆ
20100106	ถ้าได้ยินเสียงหญ้าสวบสาบ แปลว่ากรอนปีกเขียวคงอยู่ใกล้ๆ
20100107	ถ้าได้ยินเสียงไฟฟ้าเปรี๊ยะๆ แปลว่าไลรอนปีกแสงคงอยู่ใกล้ๆ
20100108	ถ้าได้ยินเสียงเปรี้ยงดังสนั่น แปลว่าดารอนปีกดำคงอยู่ใกล้ๆ
20100109	มังกรฟ้าเปลวสีน้ำเงินกำลังรอคอยโอกาสล้างแค้นอยู่อย่างเงียบๆ
20100110	ตื่นได้แล้ว เพื่อนรัก\การต่อสู้เริ่มขึ้นแล้ว
20100111	สงครามนี้ยังไม่จบหรอก\ข้าคือ ผู้บัญชาการจักรกล ทหารผู้ปราชัยที่หวนคืนสู่สนามรบ
20100112	ข้าดีใจที่ได้พบท่านนะ มาสเตอร์!\ข้าคือ ทหารจักรกล นักสู้ผู้ภักดีของท่านไงคะ!
20100113	ว่าไง เพื่อนรัก ♪\ตุ๊กตาเต้นรำตัวนี้รอท่านมานานแล้วนะ ♪
20100116	ข้าชอบผู้ชายแสนดีค่ะ\พวกนั้นทั้งอ่อนแอและจัดการได้ง่ายมากเลย!
20100120	ไชลด์ชั่วร้ายในร่างของเทวดาทารก
20100121	ความทรงจำในอดีตถูกฝังอยู่ในทะเลทราย\ร่องรอยแห่งความรักเมื่อ 2,000 ปีก่อน
20100124	เจ้าปีศาจชั่ว!\เตรียมตัวรับการตัดสิน โรร่า!
20100126	คริสต์มาสอะไรกัน ล้มเลิกมันไปเถอะ!\คืนนี้คือคืนสำคัญที่เหล่าปีศาจจะจุติ!
20100127	เรนเดียร์ปีศาจผู้น่าสงสาร\อยู่อย่างโดดเดี่ยวเพียงลำพัง
20100133	ไม่สงสัยบ้างเหรอว่าของขวัญคืออะไร\อยากแง้มดูหน่อยไหม ก็ได้ แต่แค่นิดเดียวนะ
20100136	พลังงานลี้ลับที่รวบรวมจากทั่วทั้งจักรวาล\มาลงเอยอยู่ในคอสมิมด้วยความบังเอิญ
20100138	พลังงานลี้ลับที่รวบรวมจากทั่วทั้งจักรวาล\มาลงเอยอยู่ในคอสมิมด้วยความบังเอิญ
20100139	พลังงานลี้ลับจากทั้งจักรวาลมาสถิตย์ในคอสมิมอย่างบังเอิญ\ช่างเป็นตำนานอันยิ่งใหญ่อะไรเช่นนี้
20100149	มันเคยปรากฏตัว แต่ตอนนี้หายไปแล้ว\มอนสเตอร์ที่น่าสงสารถูกผู้สร้างทอดทิ้ง
20100159	วัวหน้าตาน่ารักที่จริงๆ แล้วเป็นวิญญาณธาตุ
20100160	วัวหน้าตาน่ารักที่จริงๆ แล้วเป็นวิญญาณธาตุ
20100161	วัวหน้าตาน่ารักที่จริงๆ แล้วเป็นวิญญาณธาตุ
20100162	วัวหน้าตาน่ารักที่จริงๆ แล้วเป็นวิญญาณธาตุ
20100163	วัวหน้าตาน่ารักที่จริงๆ แล้วเป็นวิญญาณธาตุ
