// key	CHAT_SPA_
sc001_spa_1	呼…沒什麼比寵愛自己一下更好的了♥
sc355_spa_4	看來在梅的眼中，我的外表就跟「母親」一樣。她也不算是完全錯啦，畢竟我是她想未來想成為的樣子。
sc355_spa_5	主人，你說我變得挺多的，但你也是啊。從我們相遇的那天起，你就一點點的變強了。但是我還是會在這裡支持你的。
sc355_spa_max	熱切的希望轉變為全新的力量。這都多虧了你跟梅對我的信念，讓我因此覺醒。我只希望你能繼續相信我。只要是為了主人的話，我什麼改變都會接受。
sc360_spa_1	這真的是瑪亞特的福音！
sc360_spa_2	有這麼棒的地方誰還需要天堂啊？……喔，我不小心說出來了嗎？嗯。算了，這也是沒辦法的。
sc360_spa_3	雖然貞德很常要我跟她一起向神祈禱，但是我已經找到她夢寐以求的至高頓悟與感受了。
sc360_spa_4	你真的對魔王爭奪戰那麼有興趣嗎？就算只要待在我旁邊，就能讓你的人生充滿祝福也是一樣嗎？
sc360_spa_5	我跟你待在一起不是因為喜歡你。只不過你是我的主人罷了。更別提我討厭你隨和的個性了……
sc360_spa_max	我不擔心善惡的問題。神之道就在眼前。我們就在蒙受祂祝福的時候，好好放鬆享受人生吧~
sc361_spa_1	你為什麼就是不閉嘴？我真的必須要抹除你嗎？
sc361_spa_2	巴托里的哭聲總是那麼大，\那就是我受不了她的原因。
sc361_spa_3	你對巴托里感到難過嗎？省省吧。那是她的弱點，她自己讓他人踩在頭上的。
sc361_spa_4	你為什麼這麼友善？\別這樣，不然…我不用多說，對吧？
sc361_spa_5	喂，想聽個有趣的故事嗎？\不想要？但真的很有趣喔。
sc361_spa_max	你可得好好待我。\誰知道呢？也許我會幫你成為魔王的。哈哈哈！
sc362_spa_1	啊！\我……我……我很抱歉！\真奇怪。我以為已經預定了。\我現在就離開！
sc362_spa_2	其實，我原本很恐慌的，\因為我來到人界的關係，\所以我很久\沒有這樣的放鬆了。\真是溫暖又舒服。
sc362_spa_3	嗯，夏娃主人今天的狀況……\啊，你好！你是來這裡放鬆的嗎？\我下班後來這邊休息的。\每次都被搾乾。\我的肩膀好緊繃。
sc362_spa_4	我，嗯，很容易憂鬱。\很多人說我太負面了。\我試著改善，但不怎麼有效。
sc362_spa_5	就算你有那麼多Child，\你不只把注意力放在我身上，而是關心所有人。\吊車尾惡魔先生，我覺得你其實很強大。
sc362_spa_max	我從來沒有仔細想過未來。\不過最近我常想到這些事。\想到魔王爭奪戰結束後\……10，也許是20年後……\這讓未來充滿了期待。
sc363_spa_1	這個地方真的太棒了。\我要跟羅根說！
sc363_spa_2	我想永遠都待在這裡！\沒錯，也許我應該直接把溫泉偷走？
sc363_spa_3	不要再念我了。我知道偷東西不好。\但你可是偷走人類靈魂的傢伙…
sc363_spa_4	每個人都有自己的寶物。你也不例外。你的寶物會是什麼呢？我真好奇。嘻嘻～別怕。
sc363_spa_5	就一個惡魔來說，你人太好了。試著對自己更誠實點。你有想要的東西對吧？
sc363_spa_max	你知道的，只要我鎖定好目標，就絕不會放手。\惡魔，你想要什麼？我會把它拿來給你的。
sc364_spa_1	嗯~我要融化了，融化了啊……遭糕。咦？我的糖果也融化了。嘿嘿♥
sc364_spa_2	你喜歡怎麼樣的糖果？我自己很喜歡薄荷口味的。
sc364_spa_3	我就指望你讓我的契約者願望成真了。畢竟那也是我的願望就是了……
sc364_spa_4	有人說這世界上沒什麼東西是永遠的。但你不覺得真愛永存嗎？
sc364_spa_5	我為你做了特別的糖果。我發誓你一定會超愛的！嘻嘻嘻……♥
sc364_spa_max	你知道什麼是愛對吧？別假裝不知道。我知道你懂得，因為，好吧……我深深愛上你了。
sc365_spa_1	別擔心，我是防水的。
sc365_spa_2	別擔心，我會過熱的溫度比這水溫高得多。嗯？你不是在擔心這個？那你是在擔心什麼？
sc365_spa_3	我是來這裡尋找新靈感的。我聽說只要水壓夠強，就能切開鑽石，所以我覺得能利用一下這邊的設施。
sc365_spa_4	維修時間？真希望我不用離開溫泉。早知道會這樣，我就維修完再過來了。
sc365_spa_5	我認知到就連我偶爾都會出錯。因為沒有任何有感情的人是完美的。我希望你能在我不知所措的時候指引我。
sc365_spa_max	你把我帶來這個溫泉後，我就能處理更複雜的調整了。我已經準備好接受你的指派參與戰鬥了。請記得，我還是需要你的幫助就是了。
sc366_spa_1	我們今天很努力，所以就好好休息一下，別去擔心明天的事吧。
sc366_spa_2	我感覺到能量在體內湧現。嘻嘻！
sc366_spa_3	呼，累死了。……嗯？不是因為你啦。嘻嘻。你知道我的意思對吧？
sc366_spa_4	有人說有些事情只靠努力是無法完成的。不過我不相信這句話。因為這樣我除了職業道德外，好像什麼都沒有啊？
sc366_spa_5	犯錯沒關係。我們能一起把事情修正好的。沒必要對失敗大驚小怪的，惡魔先生。
sc366_spa_max	惡魔先生，你有自己的夢想對吧？我保證它們會實現的！讓我們一起努力實現它們吧！
sc367_spa_1	如果每天都能像今天一樣就好了～
sc367_spa_2	嗯……為什麼莫娜姐姐會喜歡這個蠢地方啊？妲比想離開這個悶熱的死亡陷阱！……啊？什麼？什麼都沒有！妲比只是想知道莫娜姐姐的心情而已！
sc367_spa_3	啊！這就是你對待魔王的方法嗎？居然用這樣無聊的舊澡堂來招待妲比？還不趕緊為魔王妲比大人重新裝潢！用鮮紅色的玫瑰蓋滿這裡吧！
sc367_spa_4	啊，真是太涼爽了！這就是最適合魔王的溫度了。雖然「涼」溫泉很怪就是了……
sc367_spa_5	那邊的雞冠頭！快點將你的雞冠頭低下來吧！向魔王妲比大人臣服宣誓效忠吧！這樣的話主人就能活著離開了。喔呵呵！
sc367_spa_max	如果妲比變得比主人還強，那主人就會變成妲比的Child了！這樣主人就會變成魔王妲比大人光榮的僕人了喔！喔呵呵！
sc370_spa_1	啊...沒什麼能比日光浴更能帶走旅行中的疲憊了！
sc370_spa_2	泡在這溫泉裡，很容易忘記現在是什麼季節呢。它們真的這麼舒服，而且跟魔界的感覺完全不同。
sc370_spa_3	哎呀，主人……你在找莫娜嗎？不用擔心！我們回去吧。……嗯？不是這樣？真是的，主人真是害羞！
sc370_spa_4	不用像我們第一次見面的時候一樣害羞啦。嘻嘻。這是莫娜的樂趣之一喔♥
sc370_spa_5	這溫泉真的太完美了。不過我們該走了。我親愛的主人，我都不知道你能撐這麼久。♥嘻嘻。謝謝你的等候。
sc370_spa_max	世上居然有像你這樣的主人……我第一次參加爭奪戰的時候很……算了，不重要。呼呼。那都過去了。沒有哪個好女人該被過去糾纏的！
sc371_spa_1	從冷水跳到熱水裡真的超舒服的。啊……
sc371_spa_2	我可能沒辦法像莫娜一樣的享受人界的生活，但我至少能假裝一下。
sc371_spa_3	這其實挺好笑的。惡魔跟人類都喜歡這樣的溫泉。熱水澡一定觸動了我們內心深處的某個部分。
sc371_spa_4	我還以為自己已經從完美的規律生活中獲得了健康體態，但來到這裡之後，我才終於了解到人們為什麼會說他們的疲勞消不掉。也許這裡對心理的作用大於生理上的影響。
sc371_spa_5	人不可能永遠對某件事保持高度警戒，就算你全心全意如此也是。我們無法控制的就是自己的心。這其實挺不合理的。
sc371_spa_max	呼呼，主人請別擔心。我很快就會變回原來的樣子了，然後我就會幫助主人當上魔王。不過你要有心理準備，因為我會全力以赴。
sc372_spa_1	比起溫泉，妲比更愛大海。
sc372_spa_2	嘿嘿嘿~現在妲比的皮膚變得超光滑的！而且還有風涼爽的吹著。這樣的感覺也不錯呢。
sc372_spa_3	妲比有個玩具不見了，是一隻黃色小鴨。妲比趁莫娜姐姐不注意的時候偷帶進來的。……真的嗎？主人會幫我找到它？！
sc372_spa_4	這就只是水而已不是嗎？那溫泉跟在浴缸還有泳池有什麼不一樣啊？人類的規矩有的時候真的很奇怪。
sc372_spa_5	莫娜姐姐真的很厲害。她是怎麼控制住自己不把這裡拆掉呢？妲比認為一定是因為她受過頂尖魅魔訓練的關係。（吹泡泡）
sc372_spa_max	哈哈！妲比想出最偉大的計畫了！有人說海中央藏著大祕寶，只要找到它就能成為海賊王！但是莫娜姐姐說很危險不行去，所以妲比要找主人來幫忙！
sc373_spa_1	啊，真是舒服到骨子裡了……哎呀，差點睡著了。
sc373_spa_2	喂，你為什麼要躲在角落裡啊？過來一點吧！
sc373_spa_3	我想自己能試著喜歡這個叫「溫泉」還什麼的東西。
sc373_spa_4	讓我們看看誰能泡得比較久！
sc373_spa_5	你泡完溫泉後想喝什麼？我嗎？我應該是咖啡牛奶吧。
sc373_spa_max	好啦，我們離開的時候，我幫你買罐咖啡牛奶怎麼樣？不容你拒絕喔！
sc374_spa_1	喔，我現在真的是超開心的！♥如果你當時也跟我一起就更開心了。嘻嘻！♥
sc374_spa_2	我覺得自己挺喜歡這地方的。我應該跟摩根還有波摩納介紹一下這地方。不過摩根絕對不會一個人來就是了。
sc374_spa_3	我的小不點客人，在這裡喔！♥我們好好的靠近一點取暖如何啊？♥真是的！你又要從我身邊逃走嗎？你真的很容易害羞。
sc374_spa_4	可愛的小不點客人，只要跟你在一起我就很開心。♥真希望你也有跟我一樣的感受……
sc374_spa_5	可愛的小不點客人，我會好好守護你的，別擔心♥不過我要請你先好好辦場我們兩人的婚禮就是了！嘻嘻！♥
sc374_spa_max	希爾德我是真的很高興能遇見你。謝謝你成為我的主人♥
sc377_spa_1	想甩掉婚前憂鬱？很合理，我自己也想休息一下就是了。
sc377_spa_2	我從來沒在同一個地方看過那麼多的惡魔和Child。我覺得自己會在爭奪戰結束後，找個新娘回到魔界，不過現在波摩納在這裡，就有點困難了……
sc377_spa_3	我要試著去把過去的種種當作有趣的回憶來看待。……你問我在說什麼？當然是跟波摩納結婚的計畫啊。你別嘲笑我，我沒打算讓她難堪。
sc377_spa_4	你還好嗎？你看起來很累。如果你真的不舒服，我能找老闆過來。你自己走的動嗎？
sc377_spa_5	這是我第一次這麼放鬆。這是我繼承了新娘之戒後的第一次。在我的島上時，總是被滿滿的新娘候補所包圍。
sc377_spa_max	好吧，我想你的計劃生效了，因為我覺得自己更了解你了。我本來不打算要交朋友的就是了，所以……真困擾啊。對了，你成為另一個新娘候補！哈哈哈，開玩笑的。
sc378_spa_1	啊~有的時候這樣泡泡湯也很不錯呢。
sc378_spa_2	嗯？這地方也能幫助療傷？真是不錯的消息呢。
sc378_spa_3	這些溫泉能療傷？這代表我能毫無顧忌的跟雅典娜對打了？
sc378_spa_4	你說我應該跟雅典娜一起泡湯？別開玩笑了。
sc378_spa_5	她……雅典娜也會來這裡嗎？
sc378_spa_max	好吧，如果你堅持的話，那……我不會抗拒跟她一起來這裡。
sc379_spa_1	全裸泡湯……太沒羞恥了！
sc379_spa_2	喔……這就是所謂的「坦誠相見」嗎？
sc379_spa_3	我想自己開始喜歡這個叫「溫泉」的東西了。我能感覺到傷痛跟疲勞消失了……
sc379_spa_4	主人，你怎麼把頭轉開了？
sc379_spa_5	真希望我能她來這裡。我敢說她一定會喜歡的。主人，你不覺得嗎？
sc379_spa_max	我們之後再來吧。
sc381_spa_1	你把我帶來這裡是想幹什麼？嗯？……你只是想跟我一起泡湯而已？
sc381_spa_2	惡魔大人也覺得我的特製戀愛糖果很犯規？我每次都是投注心力去做的啊！
sc381_spa_3	不管你投注了多少時間，愛都是很艱難的。也許這是年紀愈大才會愈明白的事？到底什麼是真愛呢……？
sc381_spa_4	別把我當小孩。我只是不太習慣而已。我對你的感覺是真的。
sc381_spa_5	有人說愛會讓人變傻，我開始相信這句話了。對了，你今天看起來超帥的。嘻嘻……開玩笑的。
sc381_spa_max	你不知道什麼是愛？那我想你跟小孩沒什麼兩樣啊。呼呼，不過別擔心，我們能一起找到答案。
sc382_spa_1	什麼？你想碎碎念的話，晚點再說吧。我肯定你要說的一定沒好話。
sc382_spa_2	這是魔界的溫泉？你不覺得不夠熱嗎？魔界不該是都是火焰跟硫磺嗎？雖然我也不知道那邊長什麼樣子就是了。
sc382_spa_3	啊。要是我知道要照顧一個惡魔的話，我才不會簽下任何契約的……他知道我是他現在還活著的唯一原因嗎？
sc382_spa_4	你的嘴巴就跟弗雷一樣壞。我挺驚訝的。我希望自己能像你一樣不要臉。
sc382_spa_5	你喜歡更棒的Child對吧？那種五公尺高，張牙舞爪的那種。那樣會更適合我……
sc382_spa_max	我從來沒有像現在這樣那麼開心。我想我的契約者也是這樣。我可能有其他會開心的事，但……只會一點點而已。雖然我也不希望你能理解就是了。啊……
sc383_spa_1	我們真的可以在這裡浪費時間嗎？你在這休息是個錯誤。
sc383_spa_2	我覺得自己在人界總是很不走運。只要事情稍微好轉了，就一定會出事……
sc383_spa_3	那個尼曼……我發現她在製作那些奇怪的玩偶。我想丟掉它們，但當那些娃娃是以自己的形象製作時候，還真的很難動手。
sc383_spa_4	我是怎麼淪落到跟這樣軟弱的傢伙混在一起的？我這樣的話，「壞小子弗雷」的名聲是要怎麼維持呢？……喂！你那樣的表情是怎樣！我不需要你的可憐！
sc383_spa_5	我真是不懂為什麼夏娃和麗莎對這傢伙的評價那麼高？他是有什麼我沒有的東西嗎？
sc383_spa_max	我覺得自己這樣會早死。麗莎要我「認真點」是什麼意思。喂，吊車尾……你自己小心點。別在我殺了你之前死了。
sc385_spa_1	哈啊，感覺真是舒服…\真希望海蓮娜小姐也在這裡…
sc385_spa_2	嗚呼呼…感覺真棒…\難得有溫泉可以泡，不好好享受可不行啊！
sc385_spa_3	我的願望？我想向海蓮娜大人證明瑪莉是個大人！
sc385_spa_4	哎呀！島主先生真是的…能和瑪莉一起泡溫泉可是很幸運的喔！
sc385_spa_5	我是要怎麼才能變得那麼大呢……？啊！你，你沒聽到我說的對吧？！島主大人，別這麼鬼鬼祟祟的好嗎！
sc385_spa_max	瑪莉會幫忙島主先生達成夢想的！\因為那可是僕人的本分啊。
sc386_spa_1	人們說溫泉能夠洗滌生命。\這真的能讓人感到療癒呢…
sc386_spa_2	這裡是個寧靜的好地方呢。\島主先生不這麼認為嗎？
sc386_spa_3	我、我的工作嗎？這是秘密喔…
sc386_spa_4	島主先生相信占卜嗎？\咦，小孩子才玩的遊戲？才不會呢！\很準的喔。
sc386_spa_5	我想給島主先生一份禮物當作回禮。……喔，我知道了！讓我幫你挑件泳衣吧。
sc386_spa_max	我看到你穿了我送你的泳衣。謝謝你。希望我能繼續以夥伴的身分幫助你。
sc387_spa_1	呼啊～溫泉果然是最棒的。疲勞好像在身體裡面融化不見了一樣呢。
sc387_spa_2	穗香覺得能和大家相遇，真的是很幸運。當、當然，穗香也很開心能和島主先生相遇。
sc387_spa_3	我為什麼喜歡泡湯？因為身體會變得暖呼呼的，很舒服～肩膀也可以放鬆下來，不那麼僵硬…
sc387_spa_4	你有什麼事都能跟我說的。如果有任何我能幫上忙的，我會去做的！……啊？這就是你擔心的事？嗯……
sc387_spa_5	就讓你看看穗香的才藝吧。\現在開始模仿島主先生喔！\…真害羞。
sc387_spa_max	一直以來，我都是和奶奶一起洗澡的。她說家人之間「坦誠相對」是很重要的…對吧，島主先生？
sc390_spa_1	我真高興自己跟著媽媽一起來這裡。
sc390_spa_2	很久以前，我媽和我曾經…啊，現在不是說這個的時候！讓表演開始吧！我的魔力可是十分驚人的！
sc390_spa_3	咦？你希望我解釋我的魔術？唉…真正的紳士是不會這麼問一位小姐的。
sc390_spa_4	偉大的魔術師從錯誤中學習，並因此提升到更高的境界！這樣你感覺有好一點嗎？
sc390_spa_5	魔術的趣味在於出其不意！嘻嘻…保證讓你驚喜連連。我會呈現最傑出的表演。
sc390_spa_max	像你這樣的觀眾還滿稀有的。嘿嘿嘿…你真有趣！好吧，我有更多的驚喜要獻給你！
sc391_spa_1	我只是稍微休息一下。夜晚還很長，慶典還正要開始呢！
sc391_spa_2	嘿嘿嘿。即使只是短暫的夢境也該好好享受。夢境如果永不結束，最後只會剩下痛苦，你不覺得嗎？
sc391_spa_3	哈哈！遇見你真是個愉快的巧合。艾麗和泰風也是這麼想的—尤其是泰風。他以前從來都不關心任何人的。
sc391_spa_4	對於一個害羞的人來說，你還滿直接的嘛。也許你沒有注意到，但危險正逐步接近。…我到底在說什麼？你自己好好想想吧。
sc391_spa_5	夢境之所以有趣，是因為會在早晨就結束。永不結束的幻覺和死亡沒什麼兩樣。請永遠記得你身在何方和在做什麼。
sc391_spa_max	所以？我有讓你印象深刻嗎？有在你心中留下快樂的回憶嗎？如果有的話，我會很開心的！我們是薩溫派對♪只有在萬聖節才會出現的夢幻景象！
sc392_spa_1	妲比可不想跟主人來這種地方。莫娜姐姐在哪呢？
sc392_spa_2	莫娜姐姐就是妲比的一切。主人可別當我們的電燈泡。
sc392_spa_3	妲比只愛莫娜姐姐…但妲比卻傷害了她。
sc392_spa_4	妲比懂了…離莫娜姐姐遠一點比較好。這是妲比能做的唯一一件事。
sc392_spa_5	妲比現在懂了。莫娜姐姐最愛妲比。要是妲比能早點知道的話…
sc392_spa_max	請代替妲比保護莫娜姐姐和妲比—這樣莫娜姐姐才能夠比妲比更快樂。
sc393_spa_1	助手能有這麼心胸寬大的惡魔還真是少見呢。嘻嘻♥
sc393_spa_2	「每個人都能夠和諧共存的世界」…嘻嘻！聽起來像夢一樣。
sc393_spa_3	讓主人成為魔王是我的夢想。但是現在…
sc393_spa_4	你有天會遺棄我嗎？嘻嘻！你的反應總是那麼精采。
sc393_spa_5	你可以保證會創造一個大家都開開心心住在裡面的魔界嗎？
sc393_spa_max	你很得意可以有我這樣的助手？那你可要盡力成為一個配得上我的主人了。
sc394_spa_1	要幫你擦背嗎，主人？嘻嘻，我開玩笑的。哎呀呀，你看看你—臉都紅透了！
sc394_spa_2	你看到我扮成花魁的樣子很驚訝？別、別這樣。我知道我該多多學習。所以我現在才在看書啊。
sc394_spa_3	花魁文化真是不可思議。女人們住在一起…哎！這會是我追求的理想世界嗎？
sc394_spa_4	花魁的語言很有趣吧？說到這，你知道「求愛」這個詞是從花魁文化來的嗎？
sc394_spa_5	花魁的責任就是要讓夢想成真，就算只有一個晚上也好。這就是她們每天都要訓練和學習的原因。你的夢想是什麼呢，主人？想品嘗美食？真可惜。我還在練習我的烹飪技術呢。
sc394_spa_max	看來，花魁的美麗和服和婚服十分類似。有天你會為了我穿上這和服嗎？嗯？「打死也不要」？哼，你還真小氣，主人。
sc395_spa_1	謝謝你。我現在覺得神清氣爽。我都沒有意識到我之前有多累。
sc395_spa_2	唉…也許是我決心不夠。我低估了魔王爭奪戰。我還以為很快就會結束，這樣我就可以回家了。
sc395_spa_3	嗯。我在那之後學到了很多。我知道白天穿這樣的服裝晃來晃去，會讓人們以為我是不良少女。我現在了解你有多辛苦了。
sc395_spa_4	你可別誤會—我不知道你是怎麼想的，但就我而言，你依然是我的敵人。但是你卻在我身邊完全放鬆警戒。看來讓人傷腦筋就是你的本性。
sc395_spa_5	儘管不知道我是誰，你依然呼喊我並向我展現你的善意。這就是你。你現在知道我為什麼說你和人類太像了嗎？
sc395_spa_max	你和弗雷也許把我當笨蛋，但我可是唯一清楚看過人界日落的惡魔。嗯？你笑什麼啊？我說了什麼好笑的嗎？
sc396_spa_1	快一點！我在等你呢，小貓！
sc396_spa_2	你還是很害怕我會逃走，對吧？沒關係喔。這種模樣很好玩。
sc396_spa_3	世界那麼大，只有一輩子是看不完的。明白了這件事以後，待在同一個地方不是很蠢嗎？
sc396_spa_4	喔，別難過。你對我來說真的很特別，小貓。啊哈哈！你看起來一點都不相信我！
sc396_spa_5	我有種預感…分離只是一連串新相遇的開始。我知道我們絕對會再見面的。
sc396_spa_max	別擔心。即使我們見不到對方，也不代表我們永遠都會分開，小貓。無論何時，只要你呼喚我，我都會趕來的。
sc397_spa_1	發送禮物、為許多人帶來歡樂，然後再泡個熱水澡…這就是人生！
sc397_spa_2	你喜歡我的聖誕服裝嗎？看起來很棒吧？女王有時還是要給凡人一點他們想要的東西！…什麼？他們才是給予的一方？真無禮！
sc397_spa_3	聖誕節就是要吃烤雞！你問我們還會吃什麼？整隻烤火雞。等等，那跟烤雞差不多是一樣的啊。
sc397_spa_4	聖誕節真是個好節日！我們應該天天慶祝聖誕節。嗯？這對聖誕老人來說太困難了？好吧，我想你說得對。
sc397_spa_5	你問我什麼是好禮物？嗯，應該是可以賣個好價錢的東西吧？我都把我的禮物賣掉換錢。…你那是什麼表情？現在，我想我寧願吃一頓美味的大餐。
sc397_spa_max	我通常都是收禮物的那個。所以我一直都不知道送禮物有多有趣。你會珍惜我的禮物，對吧，僕人？
sc398_spa_1	好溫暖…真高興我還活著。
sc398_spa_2	我是要怎麼偷走黃泉之花？\什麼…？你剛剛是在偷聽嗎？
sc398_spa_3	我為什麼會\在乎魔王爭奪戰？！\我已經受夠惡魔了！
sc398_spa_4	你想當朋友？\我想你跟其他\惡魔確實不太一樣。\不過這還是不可能！
sc398_spa_5	惡魔都是小偷。\至少我以前是這樣想的。\但自從遇見你之後，我就對這件事改觀了。
sc398_spa_max	為什麼要害怕跟其他惡魔戰鬥？\只要我在這裡，你就沒什麼好怕的。
sc400_spa_1	這地方真不錯。我想帶媽媽和其他人一起來，但是…我可以嗎？
sc400_spa_2	我過去總是跟我的家人在一起。現在可不是這樣了。無論過了多久的時間，我還是無法習慣離開家人的感覺。
sc400_spa_3	你知道人死後會變成蝴蝶嗎？也許這些蝴蝶是離別戀人的願望所變成的。
sc400_spa_4	你有時看起來很寂寞，主人。但是你有個大家族！你真是太貪心了。
sc400_spa_5	那個，主人。你可以更信任我嗎？我想為你戰鬥。
sc400_spa_max	我會保護你，主人。畢竟，你是我的家人。你也把我當作家人，對吧？
sc402_spa_1	我才調查到一半，但是…
sc402_spa_2	偶爾像這樣放鬆一下也不錯呢。
sc402_spa_3	想到溫泉我就想到溫泉蛋。 下次來試試做一個吧。
sc402_spa_4	為什麼這樣看著我？
sc402_spa_5	從每日的疲勞中恢復過來，也是重要的工作！
sc402_spa_max	有機會的話真想跟誠和小椿一起來這裡。
sc403_spa_1	是溫泉耶！ 好棒！
sc403_spa_2	哇~我尾巴上的毛浮著呢！
sc403_spa_3	來吧，放鬆吧！
sc403_spa_4	這地方真的很棒，但不知道其他溫泉相較之下感覺如何。
sc403_spa_5	出了汗以後泡溫泉的感覺真的是太舒服了。
sc403_spa_max	來吧來吧！跟我一起泡就會更溫暖喔！
sc404_spa_1	這跟我所遭受的屈辱根本無法相比。
sc404_spa_2	妳怎麼比我先跑進去了？！
sc404_spa_3	這邊的溫泉更好一點，對吧？
sc404_spa_4	就算是我也會有疲憊的時候。
sc404_spa_5	溫泉真的是…太療癒了。
sc404_spa_max	可惜我們不能一起進去…你不覺得嗎？
sc405_spa_1	看來我必須承認，選擇信任你並且跟隨你，還是有些好處的嘛。
sc405_spa_2	魔王需要有某些特質，\而你完完全全缺少這些特質。
sc405_spa_3	你想成為怎麼樣的魔王呢？\你有能統治魔界的自信嗎？
sc405_spa_4	魯弗斯大人必須成為魔界之王。\他是唯一能無中\生有的惡魔。
sc405_spa_5	我會幫助你\只是因為這是魯弗斯大人的命令。\……總之，我會竭盡所能。
sc405_spa_max	魯弗斯大人的命令不容質疑。\在他給出其他命令前，我都會全力配合。
sc406_spa_1	喵呼呼...
sc406_spa_2	溫泉實在太棒了。
sc406_spa_3	啊啊啊！
sc406_spa_4	溫泉實在棒極了！
sc406_spa_5	不能在裡面游泳嗎？
sc406_spa_max	溫泉最棒了！
sc407_spa_1	呼…泡溫泉真舒服。耳廓狐也該來的。
sc407_spa_2	這真是太舒服了！
sc407_spa_3	我有好好把身子全泡進去，然後數到三十哦！
sc407_spa_4	我、我保證不會在裡面游泳啦！
sc407_spa_5	哈~感覺實在舒服透啦。
sc407_spa_max	我下次也找耳廓狐一起來吧。
sc408_spa_1	這裡真是個好地方呢~
sc408_spa_2	啊~真暖活~
sc408_spa_3	小浣熊~你有好好數到三十嗎?
sc408_spa_4	不可以游泳哦~
sc408_spa_5	你沒泡暈吧？
sc408_spa_max	小浣熊~下次再一起來吧~
sc409_spa_1	來玩水吧！
sc409_spa_2	我現在看起來就像棉花糖甜甜圈吧？啊…糟了！如果我融化了該怎麼辦？
sc409_spa_3	泡溫泉這麼久，讓我覺得自己好像變成一顆甜甜圈了。你知道嗎？有些甜甜圈是用水燙的喔！
sc409_spa_4	你不覺得甜甜圈趁著還燙的時候最好吃嗎？就因為喜歡吃，所以把甜甜圈留到最後才吃，是最糟糕的了！
sc409_spa_5	所有的血液都跑到我的臉上，我的臉已經紅得不能再紅了。我這樣看起來不是很像草莓甜甜圈嗎？想咬我一口嚐嚐看嗎，主人？嘻嘻♥
sc409_spa_max	呼…♥感覺真是太舒服了♥下一次，我會帶點甜甜圈來一起吃！♥你那是什麼表情？是你教我跟別人分享比較快樂的！
sc410_spa_1	你以為\這種程度就可以滿足我嗎？\給我來點冰水。
sc410_spa_2	哎~呀~是小不點主人啊。\怎~麼~了？有什麼想說的嗎？\我只是跟你說實話而已。你真的很小一隻。
sc410_spa_3	如果魔王無法統治魔界的話會如何？\我們就能每天戰鬥了。\這不是很令人興奮嗎？
sc410_spa_4	能遇見我，你應該要感到幸運。\這是我第一次，也是最後一次\成為某人的使魔。
sc410_spa_5	我會將王冠帶給你的。\現在跪下接受我大方的贈禮吧。
sc410_spa_max	如果你想成為魔王，我會盡全力幫你。\作為交換，你要為我準備\我能盡情戰鬥的地方。
sc412_spa_1	賜我不受撒旦誘惑的\勇氣。
sc412_spa_2	嗨，亞伯。\今天又會是開心的一天。\我們會如此相遇，是神的指引。
sc412_spa_3	亞伯，你又蹺班了嗎？\我會擔心你這樣輕率的行為。\但我想你自己一個人也會過得很好。\畢竟你是我的弟弟。
sc412_spa_4	亞伯，好久不見了。\喔，這是什麼？\你害羞了？\哈哈，我開玩笑的。
sc412_spa_5	我總是夢到自己責罵你。\我大怒對你吼叫……\我在說什麼呢？\我一定是累了。\我們回家吧。
sc412_spa_max	如果我們回梵諦岡，就能團聚了。\我現在有個可愛的弟子。這一定會很有趣的。\我希望你也會喜歡她。\毗盧婆是個很優秀的弟子。\但她還是想要更多訓練。我們有好多東西能教她。
sc414_spa_1	在溫泉是不可以打水槍戰的。連湧水射者都知道這一點。
sc414_spa_2	我不會朝著正在逃跑的對手開槍。這是我的水槍戰哲學。
sc414_spa_3	安妮還在講這種事嗎？正如我之前所說，第八次奪下勝利的不會是安妮—會是我。
sc414_spa_4	如果有人找我打架，我會跟他打起來。這是所有持槍者的信念—這正是為什麼你無法成為一名湧水射者。
sc414_spa_5	我有好多事情想跟你說，因此我等了好久。首先：先來聊聊最新的水槍模型吧！
sc414_spa_max	你該給那些嘲笑你的人一點顏色瞧瞧。你可是個比自己想像中更要了不起的惡魔呢。
sc415_spa_1	冰涼的溪流很好，但微溫的溫泉也不錯。
sc415_spa_2	如果你不喜歡玩水，要怎麼享受夏天？
sc415_spa_3	可別被對手的噴嘴給嚇壞了。唯有只前進不後退的人才能夠成為湧水射者。
sc415_spa_4	賭上一切去挑戰你的對手。這才是身為湧水射者的真諦。
sc415_spa_5	別在那邊發呆了，快到水裡來。嘿嘿嘿…
sc415_spa_max	你對手有多強並不重要。成敗的關鍵在你自己的手上。如果你夠幸運的話，也許我會是你致勝的關鍵。
sc416_spa_1	喔，對啊。這是個秘密，但…\我還是會告訴你。\那個小姐一直\盯著你看。
sc416_spa_2	咦？\我以為我聽到有人的聲音。\喔，別擔心。\我想應該只是我想太多了。
sc416_spa_3	如果你自己一個人在這邊散步的話，\你會看見一些奇怪的光。\那不是螢火蟲或者是星光。\是一種哀傷、憂鬱的光。
sc416_spa_4	不管身在人界還是魔界，\奇怪的事隨處都會發生。\別被嚇壞了。\其實遠遠地看還滿有趣的。
sc416_spa_5	我還以為你很可悲，\但其實你只是個膽小鬼。\但這樣好像不太適合當惡魔。\哈哈哈！
sc416_spa_max	你不是真的在嫉妒人類吧？\哈哈哈！都寫在你的臉上了。\觀察你真的永遠都不會膩。\
sc417_spa_1	喂！沒經過允許別碰我的尾巴。
