// key	CHAT_SPA_
sc387_spa_1	*หาววว* น้ำพุร้อนเนี่ยสุดยอดไปเลยเนอะ ข้ารู้สึกเลยว่าความเครียดละลายหายไป
sc387_spa_2	ข้าดีใจมากที่ได้พบกับทุกคนร-รวมถึงเจ้าด้วยนะ
sc387_spa_3	ทำไมข้าถึงชอบอาบน้ำน่ะเหรอ? ก็เพราะว่ามันทำให้รู้สึกดียังไงล่ะ! แถมยังช่วยเรื่องอาการปวดเมื่อยที่ไหล่ได้ดีมากเลย...
sc387_spa_4	เจ้าสามารถคุยกับข้าได้ทุกเรื่องเลยนะ ถ้ามีอะไรที่ข้าช่วยได้ ข้าจะช่วย ...หือ? เรื่องนั้นเหรอที่เจ้ากังวล? ฮึ่ม
sc387_spa_5	ดูนี่นะ คุณเจ้าของ\ข้าจะลองเลียนแบบเจ้า!\...พอลองมาคิดดูแล้ว ทำแบบนั้นมันก็ออกจะน่าอายอยู่นะ
sc387_spa_max	ข้ากับยายมักจะอาบน้ำด้วยกันเสมอ ท่านบอกว่าการไม่ปิดบังซึ่งกันและกันเป็นเรื่องสำคัญสำหรับครอบครัวค่ะ
sc390_spa_1	ข้าดีใจมากที่ติดตามขุนแม่มาที่นี่ค่ะ
sc390_spa_2	นานมาแล้ว แม่กับข้าเคย... เฮ้อ ตอนนี้ยังไม่ใช่เวลาค่ะ! มาแสดงโชว์กันต่อเถอะ! เวทมนตร์ของข้านั้นสุดยอดไปเลยล่ะค่ะ!
sc390_spa_3	หือ? ท่านอยากให้ข้าเฉลยมายากลให้ฟังเหรอ? *เฮ้อ* สุภาพบุรุษตัวจริงคงไม่ถามผู้หญิงแบบนั้นหรอกนะคะ
sc390_spa_4	นักมายากลที่ยิ่งใหญ่ที่สุดจะหวนกลับมาหลังจากผิดพลาดเพื่อให้เก่งขึ้นกว่าเดิม! แบบนี้ทำให้ท่านรู้สึกดีขึ้นไหมคะ?
sc390_spa_5	ความตื่นเต้นที่แท้จริงของมายากลอยู่ในเซอร์ไพรส์! ฮี่ ฮี่... ท่านจะต้องประทับใจแน่ค่ะ ข้าจะแสดงโชว์ที่ยิ่งใหญ่ที่สุดเลย
sc390_spa_max	ผู้สังเกตการณ์แบบท่านนั้นหายากมาก ฮี่ ฮี่ ฮี่... ท่านตลกจัง! เอาล่ะ ข้ามีเซอร์ไพรส์เก็บไว้ให้ท่านมากกว่านี้อีกค่ะ!
sc391_spa_1	ข้ารู้สึกเหมือนได้พักผ่อนอย่างแท้จริง ค่ำคืนนี้ยาวนานและมีงานฉลองอีกมากมายในอนาคต!
sc391_spa_2	ฮี่ ฮี่ ฮี่ แม้แต่ความฝันสั้นๆ ก็ชวนให้เพลิดเพลิน ส่วนความฝันที่ไม่สิ้นสุดจะจบลงอย่างเจ็บปวดว่าไหมคะ?
sc391_spa_3	ฮ่าๆ! การได้เจอท่านเป็นเหตุบังเอิญที่โชคดี แอลลี่กับไทฟอนก็รู้สึกเหมือนกัน โดยเฉพาะกับไทฟอน เขาไม่เคยห่วงใครคนไหนมาก่อนเลย
sc391_spa_4	ท่านกล้ามากทีเดียวที่บอกว่าเขาขี้อาย บางทีท่านอาจจะไม่ทันได้คิด แต่นั่นเป็นเรื่องที่อันตรายมากเลยค่ะ ...ข้ากำลังพูดเรื่องอะไรเหรอ? ลองคิดดูให้ดีๆ ค่ะ
sc391_spa_5	ความฝันนั้นสนุกเพราะมันจบลงในตอนเช้า ส่วนภาพลวงตาที่ไม่สิ้นสุดก็ไม่ต่างอะไรจากความตาย โปรดระลึกไว้เสมอว่าท่านอยู่ที่ไหนและทำอะไรอยู่
sc391_spa_max	เป็นยังไงคะ? ข้าทำให้ท่านประทับใจไหม? ท่านมีความทรงจำที่แสนสุขเกี่ยวกับข้าไหม? ถ้ามี ข้าก็ดีใจมากค่ะ! เราคือซาวินปาร์ตี้ ♪ ความฝันที่เห็นได้ในวันฮาโลวีนเท่านั้น!
sc392_spa_1	ข้าไม่อยากมาที่แบบนี้กับท่าน โมนาอยู่ไหนคะ?
sc392_spa_2	โมนาเป็นทุกสิ่งสำหรับข้า ท่านอย่าได้กล้ามาขวางระหว่างเราเด็ดขาด
sc392_spa_3	ข้าอยากจะรักโมนาเพียงคนเดียว...แต่สุดท้ายข้ากลับทำร้ายเธอแทน
sc392_spa_4	ข้าคิด...ว่าข้าอยู่ห่างจากโมนาดีกว่าค่ะ ข้าทำได้เพียงเท่านั้นสินะ
sc392_spa_5	ข้าเข้าใจแล้วค่ะ โมนารักข้ามากกว่าใคร ถ้าข้าคิดได้เร็วกว่านั้นล่ะก็...
sc392_spa_max	ปกป้องข้ากับโมนาแทนข้าที เพื่อที่เธอจะได้มีความสุขยิ่งกว่าข้า
sc393_spa_1	การที่ผู้ช่วยมีปีศาจที่ใจกว้างนั้นเป็นเรื่องหายากมากเลยค่ะ ฮี่ฮี่ ♥
sc393_spa_2	โลกที่ทุกคนสามารถอาศัยอยู่ได้อย่างสามัคคี... ฮี่ฮี่! ฟังดูเหมือนความฝันเลยล่ะค่ะ
sc393_spa_3	ความฝันของข้าคือทำให้มาสเตอร์กลายเป็นราชาปีศาจ แต่ตอนนี้...
sc393_spa_4	สักวันท่านจะทอดทิ้งข้าไปรึเปล่าคะ? ฮี่ฮี่! ปฏิกิริยาของท่านยอดเยี่ยมที่สุดเลยค่ะ
sc393_spa_5	ท่านสัญญากับข้าได้ไหมคะว่าจะสร้างโลกปีศาจที่ทุกคนสามารถได้อยู่อย่างมีความสุข?
sc393_spa_max	ท่านภูมิใจที่มีข้าเป็นผู้ช่วยเหรอคะ? งั้นทำให้ดีที่สุดเพื่อเป็นมาสเตอร์ที่คู่ควรนะ
sc394_spa_1	ข้าถูหลังให้ท่านไหมคะ มาสเตอร์? คิกๆ ข้าล้อเล่นน่ะ ตายแล้ว ดูท่านสิ หน้าแดงก่ำเชียว!
sc394_spa_2	ท่านประหลาดใจไหมคะที่เห็นข้าในร่างหญิงบริการ? ยะ-อย่ามองข้าแบบนั้นสิ ข้ารู้ว่าข้าต้องเรียนรู้เพิ่มอีก เพราะงั้นข้าจะอ่านหนังสือเดี๋ยวนี้เลย
sc394_spa_3	วัฒนธรรมของหญิงบริการน่าสนใจมากเลยค่ะ ผู้หญิงอาศัยอยู่ด้วยกัน... โอ๊ะ! นี่จะเป็นโลกในอุดมคติที่ข้ากำลังตามหารึเปล่านะ?
sc394_spa_4	ภาษาของหญิงบริการน่าสนใจมากว่าไหมคะ? พูดถึงเรื่องนี้แล้ว ท่านรู้รึเปล่าคะว่าคำว่า "การเกี้ยว" มาจากวัฒนธรรมของหญิงบริการ?
sc394_spa_5	การทำให้ความฝันเป็นจริงคืองานของหญิงบริการ แม้จะเพียงแค่คืนเดียวก็ตาม ดังนั้นพวกเขาจึงฝึกฝนและเรียนรู้ทุกวัน ความฝันของท่านคืออะไรคะ มาสเตอร์? ได้กินอาหารแสนอร่อยเหรอ? แย่จังเลยค่ะ เพราะข้ายังฝึกทำอาหารอยู่เลย
sc394_spa_max	เห็นชัดว่ากิโมโนสวยๆ ที่หญิงบริการใส่นั้นเทียบเท่ากับชุดแต่งงานเลย ท่านจะใส่กิโมโนเพื่อข้าสักวันได้ไหมคะ? หืม? "ไม่มีวันซะหรอกเหรอ?" งือ ท่านนี่หยาบคายจริงๆ เลยค่ะ มาสเตอร์
sc395_spa_1	ขอบคุณค่ะ ตอนนี้ข้ารู้สึกสดชื่นขึ้นแล้วล่ะ ข้าไม่รู้มาก่อนเลยว่าข้าเหนื่อยมากขนาดไหน
sc395_spa_2	*เฮ้อ* บางทีข้าอาจยังขาดความมุ่งมั่นอยู่ ข้าคงประเมินศึกชิงบัลลังก์ราชาปีศาจต่ำเกินไป ข้าคิดว่ามันจะจบลงในพริบตาและข้าก็จะได้กลับบ้านซะอีก
sc395_spa_3	อืมมม ข้าได้เรียนรู้มากขึ้นตั้งแต่ตอนนั้นค่ะ ข้ารู้แล้วว่าถ้าใส่ชุดนั้นเดินไปมาในตอนกลางวันจะทำให้ผู้คนคิดว่าข้าเป็นอันธพาลวัยเยาว์ ข้าเห็นแล้วว่าท่านเคยลำบากมาแค่ไหน
sc395_spa_4	อย่าเพิ่งเข้าใจผิดไปค่ะ ข้าไม่รู้ว่าท่านคิดยังไง แต่ข้ายังคิดว่าท่านเป็นศัตรูอยู่ และท่านก็ชะล่าใจเมื่ออยู่กับข้า ข้าว่าท่านทำตัวน่ารำคาญจนเป็นนิสัยไปแล้วล่ะ
sc395_spa_5	ท่านเรียกหาข้าและใจดีกับข้าทั้งๆ ที่ไม่รู้จักข้าเลย ท่านก็เป็นซะอย่างนี้แหละ ตอนนี้ท่านเข้าใจรึยังว่าทำไมข้าถึงบอกว่าท่านเหมือนกับมนุษย์น่ะ?
sc395_spa_max	ท่านกับเฟรย์อาจปฏิบัติกับข้าเหมือนคนโง่ แต่ข้าเป็นปีศาจเพียงตนเดียวที่เห็นพระอาทิตย์ตกดินได้อย่างชัดเจนในโลกมนุษย์ หืม? ท่านเพิ่งหัวเราะเหรอคะ? ข้าพูดอะไรตลกอย่างนั้นเหรอ?
sc396_spa_1	เร็วหน่อยสิ! ข้ารอเจ้าอยู่นะ เจ้าแมวเหมียว!
sc396_spa_2	เจ้ายังกลัวว่าข้าอาจจะหนีไปใช่ไหม? ไม่เป็นไรหรอกกก ร่างนี้สนุกจริงๆ นะ
sc396_spa_3	โลกนี้กว้างใหญ่มากจนเจ้าไม่มีทางเห็นทั่วในช่วงชีวิตเดียว เมื่อรู้อย่างนี้แล้ว ไม่คิดว่าการอยู่ในที่แห่งเดียวจะโง่เง่าไปหน่อยเหรอ?
sc396_spa_4	โธ่ อย่าเศร้าไปสิ เจ้าพิเศษสำหรับข้ามากนะ เจ้าแมวเหมียว วะฮ่าฮ่า! ดูเหมือนเจ้าจะไม่เชื่อข้าสักนิดเลย!
sc396_spa_5	บางอย่างบอกข้า...ว่าการจากกันเป็นเพียงจุดเริ่มต้นของการพบปะครั้งใหม่ สิ่งที่ข้ารู้คือเราจะได้เจอกันอีกแน่นอน
sc396_spa_max	ไม่ต้องห่วงนะ แม้ว่าเราจะไม่ได้เจอกัน แต่ก็ใช่ว่าเราจะจากกันตลอดกาลสักหน่อย เจ้าแมวเหมียว ข้าจะไปหาเมื่อไหร่ก็ตามที่เจ้าเรียกหา
sc397_spa_1	นอกจากการส่งของขวัญจะทำให้ผู้คนมากมายมีความสุขแล้ว ที่สุดยอดกว่านั้นคือ การแช่น้ำอุ่นๆ... นี่ล่ะรสชาติแห่งชีวิต!
sc397_spa_2	ท่านชอบชุดซานต้าของข้าไหมคะ? ดูสวยหรือเปล่า? ราชินีต้องให้สิ่งที่คนทั่วไปต้องการบ้างเป็นครั้งคราว! ...ห๊ะ? พวกเขาเป็นคนช่วยข้าเหรอ? หยาบคายจริงๆ!
sc397_spa_3	ต้องกินไก่ในช่วงคริสต์มาส! หืม? เจ้าถามว่าเราจะกินอะไรอีกเหรอ? ไก่งวงอบทั้งตัวไง เดี๋ยวนะ นั่นก็เหมือนกับไก่นี่นา
sc397_spa_4	คริสต์มาสเป็นช่วงเวลาที่ยอดเยี่ยม! เราควรจะฉลองทุกวันเลย หืม? แบบนั้นจะทำให้ซานต้าลำบากเหรอ? ใช่ ข้าว่าเจ้าพูดถูกนะ
sc397_spa_5	เจ้าถามว่าของขวัญที่ดีคืออะไรเหรอ อืมมม อาจเป็นบางสิ่งที่ขายได้ราคาดีรึเปล่า? ข้าเคยขายของขวัญของข้าเพื่อเงิน ...ทำไมมองแบบนั้นล่ะ ทุกวันนี้ข้าว่าข้าชอบอาหารอร่อยๆ มากกว่า
sc397_spa_max	ปกติข้าเป็นคนที่คอยรับของขวัญ ข้าจึงไม่ได้ตระหนักเลยว่าการให้นั้นรู้สึกดีแค่ไหน เจ้าจะเก็บรักษาของขวัญของข้าใช่ไหม เจ้าข้ารับใช้?
sc398_spa_1	อุ่นจัง... ทำให้ข้ารู้สึกโชคดีที่ยังมีชีวิตอยู่
sc398_spa_2	ข้าจะฉกดอกฮาเดสนั่นมาได้ยังไงกันนะ?\อะไรน่...? เจ้าแอบฟังอยู่เหรอ?
sc398_spa_3	ข้าสนอะไร\เกี่ยวกับศึกชิงบัลลังก์ราชาปีศาจงั้นเหรอ?!\ข้าได้ยินว่าข้าสามารถจัดการปีศาจทั้งหมดได้น่ะ!
sc398_spa_4	เจ้าอยากจะเป็นเพื่อนด้วยงั้นเหรอ?\ข้าคิดว่าเจ้าจะแตกต่าง\จากปีศาจตนอื่นๆ ซะอีก\แต่มันก็ยังไม่เกิดขึ้นสินะ!
sc398_spa_5	ปีศาจทั้งหมดเป็นหัวขโมย\อย่างน้อยนั่นก็เป็นสิ่งที่ข้าคิด\แต่ข้าต้องคิดใหม่อีกทีตั้งแต่ได้พบกับเจ้า
sc398_spa_max	ทำไมต้องกลัวที่จะต่อสู้กับปีศาจตนอื่นๆ ด้วยล่ะ?\เจ้าไม่มีอะไรต้องกลัวหรอกนะ ตราบเท่าที่ข้ายังอยู่ที่นี่
sc400_spa_1	ที่นี่ดีมากเลยค่ะ ข้าอยากจะพาแม่และคนอื่นๆ มาด้วยแต่...ข้าทำไม่ได้ใช่ไหม?
sc400_spa_2	ข้าเคยอยู่กับครอบครัวมาตลอด แต่ไม่ใช่อีกแล้ว ไม่ว่าเวลาจะผ่านไปแค่ไหน ข้าก็ไม่เคยชินกับการต้องจากพวกเขามาเลยค่ะ
sc400_spa_3	ท่านรู้รึเปล่าว่าผู้คนจะกลายเป็นผีเสื้อเมื่อพวกเขาตายน่ะ? พวกเขาอาจเกิดจากความปรารถนาของเหล่าคนรักของคนที่ตายไปแล้วก็ได้
sc400_spa_4	บางครั้งท่านก็ดูเหงานะคะ มาสเตอร์ แต่ท่านมีครอบครัวที่ใหญ่มาก! ท่านเนี่ยโลภมากจริงๆ เลยนะ
sc400_spa_5	นี่ มาสเตอร์ ท่านเชื่อใจข้ามากกว่านี้ได้ไหมคะ? ข้าอยากจะสู้เพื่อท่านค่ะ
sc400_spa_max	ข้าจะปกป้องท่านเองค่ะ มาสเตอร์ เพราะท่านคือครอบครัวของข้า ท่านเองก็คิดว่าข้าคือครอบครัวด้วยใช่ไหมคะ?
sc402_spa_1	ตอนนี้ข้ากำลังสืบหาอยู่ แต่ก็ยัง...
sc402_spa_2	นานๆ ทีได้มาผ่อนคลายแบบนี้ก็ดีเหมือนกันนะคะ
sc402_spa_3	ออนเซ็นเนี่ยทำให้ข้านึกถึงไข่น้ำพุร้อน ข้าอยากจะลองทำสักฟองดูนะคะ
sc402_spa_4	ทำไมถึงจ้องข้าแบบนั้นล่ะ?
sc402_spa_5	ส่วนหนึ่งที่สำคัญในการทำงานก็คือการชาร์ตแบตตัวเองหลังจากวันอันเหน็ดเหนื่อย!
sc402_spa_max	ถ้ามีโอกาสมาที่นี่กับมาโกโตะและสึบากิก็คงจะดีนะคะ
sc403_spa_1	ออนเซ็น! ยอดเลย!
sc403_spa_2	หวาว ขนหางของข้าลอยตุ๊บป่องๆ เลย!
sc403_spa_3	มาเถอะ มาผ่อนคลายกัน!
sc403_spa_4	ที่นี่ก็ดีนะ แต่ข้าก็อยากรู้ว่าออนเซ็นที่อื่นจะเป็นยังไงบ้าง
sc403_spa_5	พอเหงื่อออกแล้วมาแช่ออนเซ็นเนี่ยยิ่งสุดยอดไปเลยนะ
sc403_spa_max	ลงมาเลย! ถ้าลงแช่น้ำกับข้า เจ้าจะยิ่งอุ่นมากกว่าเดิมอีกนะ!
sc404_spa_1	นี่มันเทียบไม่ได้เลยกับความอัปยศที่ข้าได้รับ
sc404_spa_2	เจ้าเข้ามาแช่น้ำก่อนข้าได้ไงกัน?!
sc404_spa_3	การอาบน้ำที่นี่ยอดไปเลยใช่มั้ยล่ะ?
sc404_spa_4	บางครั้งข้าเองก็หมดแรง
sc404_spa_5	ออนเซ็นเพียงอย่างเดียวก็ไม่น่าจะทำให้... กระปรี้กระเปร่าได้ขนาดนี้
sc404_spa_max	แย่จังนะที่ลงแช่น้ำด้วยกันไม่ได้...ว่ามั้ยคะ?
sc405_spa_1	ข้าต้องยอมรับว่าการเลือกเชื่อใจกับติดตามเจ้าก็มีข้อดีเหมือนกัน
sc405_spa_2	ราชาปีศาจต้องมีคุณสมบัติที่เหมาะสมค่ะ\ซึ่งเจ้าขาดมันอย่างเห็นได้ชัด
sc405_spa_3	เจ้าอยากเป็นราชาปีศาจแบบไหนเหรอคะ?\เจ้ามั่นใจว่าจะสามารถปกครองโลกปีศาจได้หรือคะ?
sc405_spa_4	ท่านรูฟัสจะต้องเป็นราชาแห่งโลกปีศาจ\ท่านคือคนเดียวที่สามารถสร้างบางสิ่งบางอย่าง\จากความว่างเปล่าได้
sc405_spa_5	ข้าช่วยเจ้า\เพราะท่านรูฟัสสั่งมาเท่านั้น\แต่ข้าก็จะทำให้ดีที่สุดค่ะ
sc405_spa_max	คำสั่งของท่านรูฟัสนั้นถือเป็นที่สุด\ข้าจะให้ความร่วมมืออย่างเต็มที่จนกว่าท่านจะสั่งอย่างอื่นค่ะ
sc406_spa_1	เริ่ดดด...
sc406_spa_2	ออนเซ็นนี่วิเศษไปเลย
sc406_spa_3	อาาาห์!
sc406_spa_4	น้ำนี่มหัศจรรย์จัง!
sc406_spa_5	ว่ายน้ำในนี้ไม่ได้เหรอ?
sc406_spa_max	ออนเซ็นนี่สุดยอด!
sc407_spa_1	*ฮ้า* ออนเซ็นนี่ดีจังเลยเนอะ เจ้าสุนัขจิ้งจอกน่าจะเข้ามาด้วยกันนะ
sc407_spa_2	รู้สึกดีใช้ได้เลย
sc407_spa_3	ข้าเอาไหล่แช่ลงในน้ำและนับได้ถึงสามสิบแน่ะ!
sc407_spa_4	ข-ข้าไม่ว่ายไปทั่วหรอก จริงๆ นะ!
sc407_spa_5	*ฮ้า* ข้ารู้สึกเหมือนอยู่ในสวรรค์เลย
sc407_spa_max	ครั้งหน้า ข้าจะชวนสุนัขจิ้งจอกมาด้วยนะ
sc408_spa_1	ที่นี่มันเลิศมากค่ะ
sc408_spa_2	อ๊างง อุ่นเหลือเกิน
sc408_spa_3	ริงเทล เจ้านับได้ถึงสามสิบรึเปล่า?
sc408_spa_4	ห้ามว่ายน้ำ
sc408_spa_5	เจ้าไม่ได้มึนหัวใช่มั้ย?
sc408_spa_max	ริงเทล ไว้มาที่นี่ด้วยกันอีกนะ
sc409_spa_1	มาสาดน้ำเล่นกันเถอะค่ะ!
sc409_spa_2	ตอนนี้ข้าเหมือนโดนัทมาร์ชเมลโล่เลยว่าไหมคะ? *ฮ้า* โอ๊ะ ไม่นะ! ถ้าข้าละลายแล้วจะทำยังไงดีล่ะ?
sc409_spa_3	การแช่ออนเซ็นเป็นเวลานานทำให้ข้ารู้สึกเหมือนตัวเองกลายเป็นโดนัท ท่านรู้รึเปล่าคะ? โดนัทบางชิ้นก็ต้มในน้ำนะ!
sc409_spa_4	โดนัทอร่อยที่สุดเมื่อกินขณะที่มันยังร้อนๆ ว่าไหมคะ? ดังนั้นการเก็บไว้กินทีหลังเพราะท่านชอบมันคือสิ่งที่เลวร้ายที่สุดเลยค่ะ!
sc409_spa_5	เลือดทั้งหมดไหลขึ้นมาบนหัวข้าและข้าหน้าแดงเป็นลูกตำลึงเลย แต่นั่นทำให้ข้าดูเหมือนโดนัทสตรอเบอร์รี่เลยใช่ไหม? ท่านอยากจะชิมข้าสักหน่อยไหมคะ มาสเตอร์? ฮี่ฮี่ ♥
sc409_spa_max	*ฮ้า* ♥ ข้ารู้สึกดีมากเลยค่ะ ♥ ครั้งหน้าข้าจะเอาโดนัทมาให้เรากินด้วยกัน! ♥ ทำไมมองข้าแบบนั้นล่ะ? ท่านเป็นคนสอนข้าเองนะว่าการแบ่งปันคนอื่นนั้นสนุกแค่ไหน!
sc410_spa_1	เจ้าคิดเหรอว่าอะไรแบบนี้\จะทำให้ข้าพอใจได้น่ะ?\เอาน้ำเย็นมาให้ข้าสิ
sc410_spa_2	อุ้ยตาย! มาสเตอร์ตัวน้อยนี่เอง\หือ อยากจะพูดอะไรงั้นเหรอ?\ข้าก็แค่พูดความจริง เจ้าตัวเปี๊ยก
sc410_spa_3	สมมติว่าราชาปีศาจปกครองโลกปีศาจไม่ได้จะเป็นยังไง?\เราจะได้ต่อสู้กันทั้งวันทุกวันเลย\น่าตื่นเต้นดีไม่ใช่เหรอ?
sc410_spa_4	ขอบคุณดวงของเจ้าซะที่ทำให้เราได้เจอกัน\นี่เป็นครั้งแรกและครั้งสุดท้าย\ที่ข้าจะเป็นข้ารับใช้ของใครสักคน
sc410_spa_5	ข้าจะมอบมงกุฎให้เจ้า\เอาล่ะ คุกเข่าและรับของขวัญล้ำค่าของข้าสิ
sc410_spa_max	ถ้าอยากจะเป็นราชาปีศาจ ข้าจะช่วยอย่างสุดความสามารถเลยล่ะ\แต่เพื่อเป็นการแลกเปลี่ยน เจ้าจะต้องพาข้าไปยังที่ที่\ข้าสามารถสู้ได้จนหนำใจนะ
sc412_spa_1	โปรดประทานความกล้าหาญให้ข้าไม่ตกหลุมพรางของซาตาน
sc412_spa_2	นี่ อาเบล\วันนี้น่าจะเป็นวันที่สนุกสนานอีกวันหนึ่งนะ\พวกเราได้พบกันแบบนี้เพราะพระประสงค์ของพระเจ้าไงล่ะ
sc412_spa_3	อาเบล เจ้าโดดงานอีกแล้วเหรอ?\ทำตัวเอ้อระเหยลอยชายอย่างนี้ ข้าชักจะเป็นห่วงแล้วสิ\แต่เจ้าดูแลตัวเองได้สบายอยู่แล้ว\เจ้าเป็นน้องชายของข้านี่นา
sc412_spa_4	ไม่ได้เจอกันตั้งนานเลยนะ อาเบล\โอ๊ะ อะไรเนี่ย?\กลายเป็นคนขี้อายแล้วรึไง?\ฮ่าฮ่า ล้อเล่นน่า
sc412_spa_5	ข้ามักจะฝันว่าข้าดุด่าเจ้า\ข้าโมโหจนสติหลุดแล้วตะคอกใส่…เจ้า…\โอ๊ะ ดูสิ ข้าพูดอะไรกันเนี่ย?\ข้าคงจะเหนื่อยมากแล้ว\กลับบ้านกันเถอะ
sc412_spa_max	ถ้าเรากลับไปวาติกัน ก็จะได้อยู่ด้วยกันอีกครั้ง\ข้ามีลูกศิษย์แสนน่ารักแล้วนะ เราจะต้องสนุกแน่ๆ เลย\ข้าหวังว่าเจ้าจะชอบนางเหมือนกัน\วีรูปาเป็นลูกศิษย์ที่ดีมาก\แต่นางยังต้องฝึกฝนอีก พวกเรายังต้องสอนนางอีกมาก
sc414_spa_1	ไม่อนุญาตให้ต่อสู้ด้วยปืนฉีดน้ำที่ออนเซ็น แม้แต่มือปืนฉีดน้ำก็ยังรู้เรื่องนี้เลยค่ะ
sc414_spa_2	ข้าจะไม่หันปืนใส่คู่ต่อสู้ที่กำลังหนี นั่นคือปรัชญาในการต่อสู้ด้วยปืนฉีดน้ำของข้าค่ะ
sc414_spa_3	แอนนี่ยังพล่ามเรื่องนั้นอยู่รึเปล่าคะ? อย่างที่ข้าบอกไปแล้วว่าชัยชนะครั้งที่แปดไม่ใช่ของแอนนี่ แต่เป็นของข้าต่างหาก
sc414_spa_4	ถ้ามีใครคิดจะหาเรื่องกับข้า ข้าจะจัดการพวกเขาซะ นั่นคือหลักการของมือปืนทุกคน ซึ่งเป็นเหตุผลที่ว่าทำไมท่านถึงไม่มีคุณสมบัติพอที่จะเป็นมือปืนฉีดน้ำ
sc414_spa_5	ข้ามีเรื่องมากมายที่อยากจะคุยกับท่านและรอโอกาสนี้มานานแล้ว ก่อนอื่นเรามาคุยกันเรื่องโมเดลปืนฉีดน้ำใหม่ล่าสุดกันเถอะค่ะ!
sc414_spa_max	ท่านน่าจะสั่งสอนคนที่มาล้อเลียนให้ได้รับบทเรียนนะคะ รู้ไหมว่าท่านน่ะเป็นปีศาจที่น่าทึ่งกว่าที่คิดนะ
sc415_spa_1	ลำธารเย็นๆ บนภูเขานั้นดีมากเลย แต่ออนเซ็นอุ่นๆ ก็ไม่เลวเหมือนกันค่ะ
sc415_spa_2	ท่านจะสนุกกับฤดูร้อนได้ยังไงคะ ถ้าไม่ชอบเปียกน่ะ?
sc415_spa_3	อย่ากลัวปากกระบอกปืนของคู่ต่อสู้ของท่าน เพราะมีเพียงคนที่ยิงไปข้างหน้าโดยไม่หันหลังกลับเท่านั้นที่จะเป็นมือปืนฉีดน้ำได้
sc415_spa_4	ท่านต้องยอมเสี่ยงทุกอย่างที่มีและเผชิญหน้ากับคู่ต่อสู้ของท่าน นี่คือสิ่งที่มือปืนฉีดน้ำเป็นค่ะ
sc415_spa_5	เลิกเหม่อลอยอยู่ตรงนั้นและมาลงน้ำได้แล้วค่ะ ฮี่ ฮี่ ฮี่...
sc415_spa_max	พละกำลังของคู่ต่อสู้นั้นไม่สำคัญเพราะท่านคือกุญแจสำคัญของชัยชนะ ข้าอาจจะกลายเป็นกุญแจนั้นของท่านก็ได้ค่ะ ถ้าท่านโชคดีอ่ะนะ
sc416_spa_1	อ้า ใช่ อ๊ะ นี่เป็นความลับแต่...\ข้าจะบอกท่านอยู่ดี\ผู้หญิงคนนั้นจ้องท่าน\ตลอดเวลาเลยล่ะ
sc416_spa_2	หือ?\ข้าว่าข้าได้ยินคนมาค่ะ\โอ๊ะ ไม่ต้องห่วงนะคะ\ข้าเชื่อว่าข้าคงจะคิดไปเอง
sc416_spa_3	ถ้าท่านเดินอยู่แถวนี้เพียงลำพัง\ท่านจะเห็นแสงประหลาด\ที่ไม่ได้มาจากหิ่งห้อยหรือดวงดาว\แต่เป็นแสงที่โศกเศร้าและหดหู่มากค่ะ
sc416_spa_4	เรื่องแปลกๆ เกิดขึ้นทั่วทุกแห่ง\ไม่ว่าจะเป็นในโลกมนุษย์หรือโลกปีศาจ\แต่อย่ากลัวไปเลยค่ะ\พอเฝ้ามองจากที่ไกลๆ แบบนี้ก็สนุกดีนะ
sc416_spa_5	ตอนแรกข้าคิดว่าท่านดูน่าเวทนา\แต่ที่จริงแล้วท่านก็แค่ปอดแหกเท่านั้นเอง\ไม่เหมาะกับการเป็นปีศาจเลยสักนิด\ฮ่า ฮ่า ฮ่า!
sc416_spa_max	จริงๆ แล้วเจ้าอิจฉามนุษย์ใช่มั้ยล่ะ\ฮ่า ฮ่า ฮ่า! คำตอบอยู่บนใบหน้าหมด\ข้าเฝ้ามองเจ้าได้โดยไม่มีเบื่อเลย\
sc417_spa_1	หยุดนะ! ห้ามจับหางข้าถ้าข้าไม่อนุญาต!
sc417_spa_2	ท่านอยากจะจับหางข้าขนาดนั้นเลยเหรอ? ก็ได้... แต่เบาๆ นะคะ
sc417_spa_3	ข้าอยากจะกินเนื้อย่างของท่านที่นี่เช่นกันค่ะ ตราบใดที่ท่านเป็นคนทำ แม้แต่ปริมาณแค่เล็กน้อยก็เพียงพอแล้วล่ะค่ะ
sc417_spa_4	การตามหารักครั้งใหม่ไม่ใช่เรื่องง่ายเลยค่ะ อ๋า... ข้าสงสัยว่าจะมีใครอยากมาเป็นคนรักของข้าบ้างไหมนะ?
sc417_spa_5	ช่วงนี้ข้ากินเนื้ออย่างมีความสุขง่ายขึ้นกว่าเดิม และนั่นเป็นเพราะ...ท่านทำให้ข้าพอใจค่ะ
sc417_spa_max	ข้าเชื่อว่าท่านคงสังเกตเห็น แต่เนื้อจำเป็นกับข้ามาก ยังไงก็ตาม ถ้าข้าต้องเลือกระหว่างเนื้อกับท่าน ข้าก็จะเลือกท่านอย่างแน่นอนค่ะ
sc418_spa_1	อ๋าาา... ที่นี่ช่วยให้...ผ่อนคลายมากเลยค่ะ
