// key	CHARACTER_PROFILE_DESC_
c364_like	Need to discuss your love life?\I'm right here waiting!
c364_love	Fall in love with me!
c364_profile	A Child who longs to experience love. Her wish is to confess her feelings while passing chocolates out on White Day. To her, confessions are much more important than formality or tradition. Her pactmaker ran across the young master in the final hours of a White Day spent all alone and immediately sensed the dawning of love. This girl's fiery passion gave birth to the Child Sytry, who took her name from the demon who makes people fall in love. She is the very image of innocence made manifest, but she has a problematic habit of proposing to anyone she lays eyes upon in the pursuit of love. Will she ever be able to bestow her passion-filled chocolate upon her one true love, whoever he or she may be?
c365_interest	Target identified as Archfiend candidate. Confirming...
c365_like	Target locked.
c365_love	Search and destroy.
c365_profile	The apex of technological achievement, far surpassing that of modern science.\Not only is this Archfiend-killing weapon equipped with thirty-six hands, but it runs on solar power, too!\Prospective foes would be right to quake in fear before this highly nimble, heavily armored secret weapon made for the Archfiend Contest.
c366_interest	A new start!
c366_like	I won't give up\to the very end!
c366_love	This is the result of my efforts!
c366_profile	When the hospital caught on fire,\Deino did everything in her power to save the people.\When it seemed hopeless as everything was burning to the ground,\she ran into Demeter's pactmaker,\who had the courage to continue rescuing others.\Inspired to save more people,\this driving thought causes Deino to be reborn with a new look.
c367_interest	Another initiate?\Oh ho ho ho!
c367_like	Kneel before Archfiend Davi!
c367_love	I always welcome new underlings!
c367_profile	Davi, who has gained an adult appearance through the use of succubi magic.\She's fully enjoying her new appearance, which is exactly like what she'd always imagined she'd look like as Archfiend.\However, while her body may have grown, she's still as childish as ever.\She's come up with many schemes as Archfiend, but every single one has blown up in her face.
c370_interest	The best place to spend summer vacation?\The beach, of course!
c370_like	You're so adorable,\Master ♥
c370_love	Let's hold hands ♥
c370_profile	Succubi need vacations too!\Even after that lively summer scandal, Mona's swamped with work.\But she refuses to give up and finally gets her own vacation.\Seeking relaxation like water in the desert,\she puts on her flippers and snorkel and dives straight to the beach, where it's always summer!
c371_interest	This time's... probably fine.
c371_like	We can do anything if we're together.
c371_love	Come on, let's hold hands.
c371_profile	Work hard, play hard. That's a workaholic succubus's first rule. Work harder than everyone else, then be the first to go on summer vacation! Lisa seems somehow different as she frolics and let's her hair down on the beach.
c372_interest	You can't swim, Master?
c372_like	Practice swimming\with me!
c372_love	Next summer let's go looking\for treasure island!
c372_profile	A vision in deep blue.\The stalker succubus Davi discovers a new skill: the doggy paddle!\Even if it looks weird, just be confident and you'll be fine.\Incidentally her goal for next year is to find treasure island with the master.\It's an idea she got from reading comics,\but don't bring that up with her. Adults shouldn't crush children's dreams!
c373_interest	What are you doing?\Pull yourself together.
c373_like	Huh.\Not too shabby.
c373_love	Guess I have no choice.\I'll look after you.
c373_profile	Midas's pactmaker,\tricked into renewing a pact by the Child Skuld's schemes.\As a big brother, he feels responsible for solving his little brother's problems. However, his pactmaker's propensity to rely on others to solve his problems becomes the shackles that bind his true power.\When his pactmaker takes granting his wishes into his own hands then Midas's true power will be unleashed.\It's said if the seal on Akasha's Jewel, the sphere he holds, were to break, the memories of the world, known as the Akashic Records, could be accessed.
c374_interest	What do you think of my wedding dress?
c374_like	I don't want you looking\at anybody else!
c374_love	Marrying the little customer...\I could die! ♥
c374_profile	Hildr was taken away by Iphis, a demon searching for the strongest bride.\She lost her senses due to the magic of the Bride's Ring,\an heirloom handed down in Iphis's family,\and attacked her beloved Master, not realizing it was him.\"Don't ruin my wedding with the little customer!"\Will her jumbled love regain its original form?\This is the birth of the most powerful bride.
c377_interest	Are you a candidate bride?
c377_like	Do you need help?
c377_love	Play nice with my sun,\won't you?
c377_profile	A demon who inherited the Bride's Ring, a family heirloom, from her father,\and joined the Archfiend Contest to fulfill her mission of marrying the finest bride.\She suppresses her otherwise violent nature, assuming a more gentlemanly manner.\However, she's known to let her instincts slip through before Pomona,\thanks to whom she was able to overcome her complexes.
c378_interest	This worthless state of being is the very thing I want to destroy.
c378_like	Well, well,\seems you're not utterly incompetent.
c378_love	Thanks.\You took on my anger.
c378_profile	A Child born from the desires of her pactmaker, Touka Katsuragi.\She's the prickly embodiment of Touka's innermost feelings,\the release of all her pent-up discontent.\Touka's self-loathing brought to light,\Pallas is often at odds with her.\Although Pallas believes she has Touka's best interests in mind,\her words cut far too deep.
c379_interest	Faithful fulfillment of the pact...\that is my wish.
c379_like	Master.\You are very kind.
c379_love	I will do everything\to protect you.
c379_profile	A Child born from the desires of her pactmaker, Touka Katsuragi.\She's serious and quiet, much like Touka's public persona;\kind to others, but always at a distance.\Her sympathy towards Touka is such\that she seeks to shields her\from the harsh truths of reality with sweet lies.\Yet, in trying to maintain that present state,\she considers any threat to her pactmaker's peace an enemy.
c381_interest	Hello,\Mr. Demon!
c381_like	Destiny...\Does it really exist?
c381_love	Doesn't it bug you?\You know, about our destiny.
c381_profile	Sytry wants to understand love. She has a hobby of observing people she's enamored using her hand-made love candy.\However, Thoth criticized her, saying that method is underhanded.\Meanwhile, Master and his Childs planned to spend their vacation at the beach.\Sytry and Thoth decide to use this opportunity to try to steal Master's heart through more direct means without resorting to love candy.
c382_interest	I'm cute?\Don't patronize me!
c382_like	*sigh* This outfit\is so exhausting.
c382_love	Wh-What?\You've got a weird look in your eyes.
c382_profile	After the Rita incident, Frej started becoming overprotective,\thinking that it was his fault that Neamhain caught a cold.\Complaining all the while, he siphoned off his magic power to her in an effort to power her up.\Neamhain was hopelessly embarrassed by this,\ripping off the outfit he gave her and muttering curses as usual.\Even so, it seems like the two of them\are a little closer now.
c383_interest	I finally got\my body back!
c383_like	I'm even more attractive\than before, right?
c383_love	Ha!\Guess I'll play with you a little longer.
c383_profile	Frej temporarily died because of Rita's betrayal,\but thanks to the master, he managed to be resurrected.\While he's still not back to his true demonic self after the holy nature of his resurrection,\he insists on making more enemies with his reckless attitude.\He never changes.\Don't be deceived by the hint of holy aura he holds now.\He's still a demon and won't hesitate to rip you a new one if you let your guard down.
c384_interest	
c384_like	
c384_love	
c384_profile	
c385_interest	*sigh*\It's boring being on my own...
c385_like	Oh, Mr. Owner!\D-Don't look at me!
c385_love	I'm the ultimate servant!
c385_profile	A demon servant serving Helena, the leader of the DOATEC conglomerate.\Despite getting to come along on Helena's vacation, she's currently feeling down in the dumps after being told to go play instead of helping with her master's work.\Tired of being treated like a child, she has decided to become the best in the festival on Venus Island to prove to Helena that she really is a grown-up.\It is here where she has a fateful encounter with a demon...
c386_interest	What is it that's on this island...?\
c386_like	What should I do...\
c386_love	I think...\I have an idea\of what I need now.
c386_profile	Once the successor to a deeply-rooted ninja clan,\she ended up abandoning her village in order to avenge her brother.\She now spends her days as a lonely runaway ninja,\searching for what she lacks right now.\Upon coming to the Venus Islands\after a fortune indicated she would find something she needed here,\she decided to accept an invitation to the Venus Festival.\It is here where she has a fateful encounter with a demon...
c387_interest	I'm gonna have so much fun!
c387_like	The big baths here are great and all, but it's lonely going in by myself.
c387_love	To be honest, there's something I've never even told my grandmother.
c387_profile	A quiet schoolgirl with an ultimate secret who was raised by her kind grandmother.\She came to the Venus Islands after just "happening" to win a vacation ticket at yet another store lottery.\After meeting the islands' owner, she accepts an invitation to the local Venus Festival.\It is here where she has a fateful encounter with a demon...
c390_interest	Gullible people are idiots.
c390_like	Magic shouldn't be questioned, it should be enjoyed ♪
c390_love	This time for sure I'm gonna show you\some real magic!
c390_profile	Ailill came to the Mortal Realm as a member of the Halloween cheer squad Samhain Party\to cheer on Archfiend candidates as Halloween approaches,\but she's only interested in two things: tricks and pranks!\After deceiving and teasing human children,\she decides to create a more thrilling event.\And so her mysterious jack o'lantern was born!\What is this pumpkin monster really?!
c391_interest	You're so clumsy!
c391_like	Ask me anything!
c391_love	Wasn't that the most fun dream ever?
c391_profile	The leader of the Halloween cheer squad Samhain Party, Medb, decides to stay in the Mortal Realm after the squad splits.\As she lives in the Mortal Realm keeping in contact with the other free-roaming members, her bitterness over being barred from the contest fades,\and she genuinely aids the Master, learning to enjoy life.\Her beautiful Halloween concert will surely grant more courage and delight than ever before.
c392_interest	Mona.\It's me, Davi.
c392_like	Can I call you\Master?
c392_love	I leave Mona\in your hands.
c392_profile	Due to a certain event, Davi was split in two during her days in the Infernal Realm.\The heart who hates Mona, and the one who loves her...\Upon their reunion, a new Davi was born.\"Mona, look. What do you think of how I look now?"\Even reborn, being loved by Mona was her wish.\However, that wish became so strong that it overpowered her,\and even Mona's words couldn't reach her.
c393_interest	Come with me.
c393_like	What kind of Archfiend\do you want to become?
c393_love	We'll become a light for each other,\and shine on.
c393_profile	Mona's past and true form.\"None of us asked to be born as aides,\yet they treat us like we're disposable nonetheless. Why?"\Mona witnessed a harsh reality during her first Archfiend Contest.\Should she yield to the shackles of fate, or...\Faced with the decision, Mona chose defiance.
c394_interest	Are these clothes\really that strange?
c394_like	Kimonos are actually surprisingly nice\once you get used to them.
c394_love	Will ya\play with me?
c394_profile	Bathory had shown an interest in kimono\so the Master and the others invited her to visit a shrine for New Year's.\However, Bathory arrived, not in a regular kimono, but in full courtesan attire.\With proper aides, this sort of thing wouldn't have happened but it's too late for that now.\The importance of culture began to dawn on the Master.
c395_interest	I'm so tired.
c395_like	Gotta hurry up and find some aides.
c395_love	You can be useful sometimes.
c395_profile	As usual, Eve has no sense of direction.\She's not planning on doing much until she finds her aide, Leo.\He had always worried about her, even before the Archfiend Contest. She remembers some of his advice:\People let down their guard when you're small and cute.\With a new attitude, she sneaked into human society.\It might be nice to occasionally take a break like this.\Nothing good ever comes from hurrying, after all.
c396_interest	Well, aren't you sweet?\Should I give you pat-pats?
c396_like	I don't enjoy being pried and prodded about every last thing.
c396_love	Even if we're driven far, far apart,\my love won't change.
c396_profile	Werewolf drifted here and there, drawn always by moonlight.\One day she stumbled upon a small village's shrine,\met a young man and learned of his earnest wish.\With a growing interest in the young man's story,\she assumed the form of a shrine maiden in order to fulfill it.\"I'm not a real shrine maiden, but I can at least tell a New Year's fortune."\Living is one of two things, either good or bad.\Which it is depends entirely on you!\The shrine maiden of the moonlit night can only observe.
c397_interest	What do you think?\Does this look good on me?
c397_like	Are these...socks?!\If you wanted presents you would've made me dinner.
c397_love	Here, for you. Wh-What, I can't help it.\I'm Santa!
c397_profile	Enticed with a Christmas dinner, Leda was roped\into helping the Young Master find pactmakers.\However, upon setting out, what she found instead were hungry children.\Seeing them reawakened old memories from when she was a pactmaker,\which lead her to ask the Master for a wish.\This marked the beginning of Sexy Santa Leda on Christmas Eve.
c398_interest	You should come with me!
c398_like	Let's have a little competition!
c398_love	Listen to my gayageum!
c398_profile	Jacheongbi, a Child who desires freedom.\Her demon master told her if she found the legendary Hades Flower,\he would set her free.\She set out on a journey to find it, but she had not a penny to her name.\The only things she could rely on were her gayageum and her singing voice.\Thus did her journey as a musician begin.
c400_interest	Master,\was it you\who gave me my name?
c400_like	I want to protect\my family.
c400_love	Mommy, everyone...\do you\remember me?
c400_profile	They say when people die, they become butterflies and return to their loved ones.\Nearing her end, a little girl wished to become a butterfly upon death, to watch over her family.\Her wish was granted, and, after dying, her soul inhabited an origami butterfly.\That little girl's soul made a pact with the demon,\and was reborn as a Child named Banshee, after the grieving fairy.\The origami butterfly her soul inhabited went back to simply being paper,\and her heart wandered to her family like a butterfly flitting in the wind.
c401_interest	Good day!\I'm PRINCESS SNOW MIKU\from the Land of Snow.
c401_like	YUKINE? Where are you?\Please, come out!\Don't hide.
c401_love	Come play with us when you can!\YUKINE and I will be looking forward to it.
c401_profile	The Princess from the Land of Snow who came to play in secret along with her rabbit, YUKINE.\Upon her arrival in this world, she lost the key that would allow her to return home, but happy coincidence\led her to cross paths with the Master and Davi.\They played together, and to thank him for his assistance in finding her lost key, she invited him to visit the Land of Snow.
c402_interest	Here I come... Arcus Diabolus!
c402_like	Activating Overdrive!
c402_love	Panda?! I'm going to catch...I mean, protect you, Panda!
c402_profile	A Praetorian Guard of Novus Orbis Librarium's Fourth Squadron. She ranks as a Lieutenant.\Adopted by the noble Vermillion family of Kagutsuchi as a child, she has high Ars Magus Aptitude and achieved record-breaking grades at the Military Academy. She likes writing poetry and has entire notebooks chock full of her verses that she never shows anyone. She's obsessed with pandas and becomes blind to her surroundings when she sees one.
c403_interest	Watch where you're looking! Sheesh!
c403_like	Dispatched, in mankind’s darkest...erm...uh...oh, forget it!
c403_love	C'mon, cheer up! You can't fight at full strength that way!
c403_profile	A member of Novus Orbis Librarium. She ranks as a Second Lieutenant. As a demi-human, she has astounding physical strength. Though she was often teased for her heritage during her time at the Military Academy, her roommates Tsubaki and Noel helped her overcome that.\An energetic, 'modern' girl who loves rumors, she's friendly to anyone and everyone she meets, though she does have a habit of relying on her instincts too much.
c404_interest	Being unnecessarily polite to ancient people is entirely meaningless.
c404_like	I wonder if you could refrain from acting on your own.
c404_love	Time to transmit. Stay close to me.
c404_profile	The true identity of Phantom, who was released from Hades: Izanami's Maledictus Plaga. She was once called Nine of the Six Heroes. Upon learning the truth of the world, she became furious and vowed to destroy it. She has an incredible sweet tooth, and when she drinks coffee it ends up becoming a drink of pure cream and sugar. Her family is one of her greatest treasures. She especially adores her little sister and will assault any man who dares to approach her.
c405_interest	I have seen through\your paper-thin intellect.
c405_like	What do you hope to do\being so spineless?
c405_love	If that is your will,\Sir Rufus...
c405_profile	Though her name once rang across the Infernal Realm,\a grueling battle with Rufus ended with her becoming his familiar.\He gave her the name Luin, as she sought to sever ties with her traumatic past—\a time when she cut down comrades who betrayed her.\Failnaught, an old friend and rival,\unable to stomach Luin's current situation,\pleads with her to return to her old self.\However, her sole focus now is making Rufus the Archfiend.
c406_interest	Awesome!\I'd love to travel with you.
c406_like	Time to play Hunt!\I won't lose!
c406_love	Meow meow moew!
c406_profile	Carnivora Felidae Leptailurus. Her main characteristics are her large ears and slim body, and her hearing ability is above and beyond other Felidae. She's an expert hunter who can easily jump two or three meters into the air, and it's said that the name 'Serval' even means 'hunting dog'.\"Hey there! How's everyone doing? If you have any questions about the savanna, just ask me! The others often call me a troublemaker, but it's not true at all!"
c407_interest	Play with me!
c407_like	Ha! I'm gonna chase you!
c407_love	Tell me too, okay!
c407_profile	Carnivora Procyonidae Procyon. She looks like Raccoon Dog, but the black rings on her tail set her apart. Furthermore, Raccoon Dog is of the Canidae classification and a digitigrade, but Raccoon is a plantigrade, like Bear.\"I may look like I'm washing my hands, like my name 'washing bear' suggests, but I'm really looking for food in the river! Fennec is a nice friend, but she comes to help me only sometimes."
c408_interest	You're sooo cool!
c408_like	Ringtail, you've done it again.
c408_love	Ringtail dashed off towards the day after tomorrow again.
c408_profile	Carnivora Canidae Vulpes. Lives in deserts or arid regions. She's the smallest in the Canidae classification, clocking in at 30-40cm in height and 1-2kg in weight, but she has excessively large ears. Those ears not only keep her body temperature down, but are also good for searching and hunting. "Living in the desert is pretty rough, but it's not bad if you get used to it, and it'll make you feel like you can handle anything. I may be small, but the desert's got nothing on me."
c409_interest	Ooh!\You're so stubborn ♥
c409_like	What kind of donuts\do you like, Master? ♥
c409_love	This one's my recommendation.\Now, open up and say "ahhh!" ♥
c409_profile	There once was a girl who said "If I have donuts, I don't need anything else!"\She'd eat her favorite donuts day and night,\without a care in the world.\That is, until the day she fell in love!\She even went as far as denying herself donuts for the sake of the boy she doted on,\but this only caused her grief.\The girl wished to be rid of the heart that made her fixate on the boy.\After all, donuts were all she needed to be the happiest girl in all the world ♥
c410_interest	You're free to use me\as you please.
c410_like	Is there any point\in serving someone?
c410_love	I guess I'll let you off\the hook 'cause you're my master.
c410_profile	The demon Failnaught is Luin's old friend and rival.\Having survived the bloodbath that is the Infernal Realm,\she joined the Archfiend Contest in search of a new battlegrounds\on which to test her mettle.\Her hope is to one day settle the score with Luin,\but it seems that won't be happening any time soon.
c412_interest	Lord,\have mercy...
c412_like	Lord,\have compassion...
c412_love	Lord,\may your holy word...
c412_profile	A devoted priest who spreads his faith throughout the world.\He's actually an inquisitor of the Vatican branch of the Exorcist Society.\He's said to be more cruel than anyone when fighting demons.\However, he's normally always smiling and calm.\He gets along well with his younger brother, Abel.
c414_interest	I'm Billy,\a legendary hydro shooter.\And don't you forget it.
c414_like	Water gun battles\are won on spirit!
c414_love	I get the feeling if you become Archfiend,\I'll be happy, too.
c414_profile	Legendary Hydro Shooter Billy.\So she came to be called as there are only two self-proclaimed hydro shooters\in the Infernal Realm and Mortal Realm combined.\"Battles are won and lost on spirit alone!"\Even now, she wanders the wasteland...\actually, the river, to justify her philosophy.
c415_interest	Not just anyone\can become my student.
c415_like	Billy's the only one\who can get the best o' me.
c415_love	If ya wanna surpass me,\there ain't no other way than to be reborn.
c415_profile	To a hydro shooter, defeat is no different from death.\With water gun in hand, defeat is not an option.\And should you lose, you find vindication at all costs.\That is Hydro Shooter Annie's philosophy.\She took Lisa and Davi as students in order to justify her philosophy\to Billy, her one and only rival.\Will these two demons' long-standing dispute ever be settled?
c416_interest	Ghosts love the fact\that you're such a weakling.
c416_like	The stories of living humans\are so boring.
c416_love	Messing with you is so worth it. That's why I like you.
c416_profile	Many things happen in the spaces between day and night, between life and death.\Keino is fascinated by these liminal spaces.\Monsters and horror stories are little more than games to her.\"Why does everybody get so scared?"\She doesn't understand humans' feelings, but she sure enjoys seeing them frightened.
c417_interest	If you do not buy me meat,\I shall run away!
c417_like	There is not much of it,\but the meat you grill is quite good.
c417_love	I shall allow you the privilege of touching my tails!
c417_profile	Tamamo latched on to Master in order to find a new lover.\One day, while searching for a way to forget her past,\she happened upon a festival and had a fated encounter with a beef extravaganza.\That melts-in-your-mouth texture and juiciness for days...\She now dreams of finding a new lover—one who can buy her plenty of meat.
c418_interest	You don't yet have what it takes\to be loved by Tamamo, chief.
c418_like	If push comes to shove,\I want you to help her.
c418_love	Become a demon strong enough\to protect Tamamo.
c418_profile	Mafdet will punish anyone who dares to break the rules.\The incident with Tamamo led her to have a fated encounter with a monk's bow.\She then fused with it and gained power and a sense of duty she didn't have before.\She wishes for there to be justice in the world,\and for all to find happiness.
c419_interest	Haha... Thanks.
c419_like	It's a bit embarrassing...
c419_love	Last night was...amazing.
c419_profile	A vision of beauty Vincent met at a bar he frequents.\Despite her childish, cherubic face, she's well endowed.\She actively pursues Vincent and spends the nights with him.\By weird coincidence, she shares her name with Vincent's girlfriend.
c420_interest	What...? Geez.
c420_like	...Am I really that undesirable to you?
c420_love	...I think I'm pregnant.
c420_profile	A career-focused woman who makes mid-level apparel.\She's got it together, but can be headstrong and is constantly dominating her boyfriend, Vincent.\She's after marriage, and Vincent knows that, but his apathetic attitude irritates her.
c421_interest	Good morning.
c421_like	Hmmm-hmmm ♪
c421_love	Know that I'll always\be there for you.
c421_profile	A third Qatherine that Vincent finds peace with as he wavers between the other two C/Katherines.\Vincent saves her from someone who was chasing her.\She seems to have a complicated past, but all she remembers is her name.
c422_interest	Let's have descendants aplenty! ♥\
c422_like	I've got a hotel key right here...\
c422_love	You can't get away anymore.\Now, come to me. ♥
c422_profile	Borrowing her name from the ancient Egyptian goddess and prolific mother,\Heket is a Child born from a pactmaker who was flabbergasted by the declining birth rate problem.\As such, she goes to extremes to bring more children to the world.\If she were to ever call out to you, you'd do well to run as fast as your legs can carry you.
c423_interest	If they're the clothes my darling wore,\I'm perfectly satisfied!
c423_like	I want to snuggle\my darling's clothes!
c423_love	Oh, darling!\Let's get married!
c423_profile	A rare breed, Laima is a demon with a weakling fetish.\Though well past her prime, she still sees herself as a young maiden\and is ever on the lookout for a fateful encounter.\She had no luck in the Infernal Realm, but one moonlit Halloween in the Mortal Realm,\she had such an encounter with Master.\Weak of body and mind, this was her fated demon.
c425_interest	I have no wishes nor seek contentment.
c425_like	Dear Lord, please guide me.
c425_love	I only follow the path of God.
c425_profile	Created from exorcists Cain and Abel's bodies, Seth is a puppet controlled by Loki. Augmented with Universe Skills, Seth can't feel pain and heals quickly, no matter how badly he's injured.\He's become Loki's shield. Even after Loki lost his mana, he stays by his side as his loyal servant.
c426_interest	We need to think about how we're going to raise our children.
c426_like	It's time we think about our retirement plan.
c426_love	Let's think about what kind of legacy we want to leave behind.
c426_profile	As a child, Duoh Vera was constantly made fun of for her name, which means "second time", and she grew up into someone who really can't do anything right on the first try, almost as if she's cursed.\While struggling to overcome her complex, she met the Master and formed a pact with him.\This gave her confidence, though only slightly. Can she become perfect, just like she wanted?
c428_interest	People are nothing but hunks of flesh.
c428_like	Your sins still warrant punishment. And I shall oblige.
c428_love	Have you seen the gates of darkness?
c428_profile	God has granted me another child in place of Abel, so callously killed by Cain. Seth was born third, after the unfortunate brothers, Cain and Abel,\who were tempted by a demon that destroyed the faith that once sustained them. However, the Seth that appeared surrounded by holy light was nothing but "Satan disguised as an angel of light."
c429_interest	Do you dislike fighting?\I do, too.
c429_like	I'm happy\to have been able to help you.
c429_love	If that is your will, then it shall be as you wish.
c429_profile	Ziva, a kind-hearted demon\who came to bear the name of the Slavic goddess of life.\She abandoned her spot in the Archfiend Contest and came to the Mortal Realm\in order to treat demons who get hurt in it.\She has been betrayed in the past, but her compassion has won over more than a few demons.\A pact with a young man she happened upon produced Flins,\a Child with whom she fell in love and married.\However, a difference of opinion caused them to part ways.
c430_interest	Nothing to call home about.
c430_like	You're not as bad as I thought!
c430_love	If you're serious about being Archfiend,\you have to get your act together.
c430_profile	Named after the Slavic god of death,\Giltine is a natural born hunter, and is known as a demon to watch out for.\However, overconfidence in her abilities ended with her suffering lethal injuries in the Archfiend Contest,\and collapsing on a snowy mountain.\She was saved by the demon Ziva.\Was this encounter the beginning of a trial, or perhaps a new opportunity?
c431_interest	Oh, come on!\I'm leaving you behind.
c431_like	Wanna bet on which of us\is faster?
c431_love	Luck's a talent, right?
c431_profile	Eshu, a dealer at the Night World's underground arena,\is surprisingly into winter sports.\One day, she got tickets to a ski resort,\and decided to go with Master and his crew.\Incidentally, due to Master's exhaustion from work\and an unfroreseen accident, he got set back.\Oblivious to this, Eshu arrived at the ski resort ahead of him and had her fill of skiing.
c432_interest	I thought the Master was just lazy...
c432_like	Do you need a reason to be angry?
c432_love	As much I don't like it, I have no choice but to cooperate...
c432_profile	The Child, Artemis, trails Ode like tranquil moonlight, while suppressing her dangerous true nature. On the day she met Loki's Child, Seth, Ode awakened her thirst for violence with a single kiss. The moment his icy lips touched hers, she felt the cold flames inside her explode back to life. The angry goddess of the moon has descended.
c433_interest	Chief!\Take my hand\and hold on tight!
c433_like	I don't want you any farther\than 5cm from me.
c433_love	I'm still waiting\for you to propose.
c433_profile	Pakhet borrows her name from an ancient Egyptian feline goddess.\She confidently plays up her cuteness, but she's extremely sensitive to being disliked,\and will cry at the drop of a hat.\She wants to experience everything her bashful pactmaker missed out on.\Romance is of particular interest to her.
c434_interest	Why won't you buy me\some chocolates?!
c434_like	Oh?!\You'll get me some chocolates?
c434_love	A guy I want to give chocolates to?\Well, actually...
c434_profile	Leda wants to have her fill of chocolates.\She says it's not fair that only guys get to receive chocolates on Valentine's day,\and so, she gets a man she charmed to gift her some.
c435_interest	I want your love,\Mr. Demon!
c435_like	My maid outfit is really cute,\isn't it?
c435_love	Give me your love,\Mr. Demon!
c435_profile	Sytry is a Child who wishes to be loved by Master.\She's tried many things, but nothing has succeeded.\This time, she believed a post on a certain website,\and tried to win his heart with a maid outfit, candy, and chocolates.
c436_interest	What is love?\Please tell me.
c436_like	Just seeing it isn't enough.
c436_love	I'm interested in you.
c436_profile	Serket takes her name from an ancient Egyptian goddess of healing.\She was the wandering soul of a demon who lost both her body and memories.\That is, until she was reborn upon melding with a fragment of desire that was latched to Sytry's clothing,\and being showered with a love potion.\Perhaps this is why she is always seeking to learn what love is.
c437_interest	You like chocolate,\don't you?
c437_like	Chocolate's the flavor of love.\Hehe.
c437_love	My heart\belongs to Master!
c437_profile	Euros put on some cute clothes\and poured her heart into her chocolates\in order to capture the heart of the ever so thickheaded Master.\However, her rivals in love keep standing in her way.\Right when she thought she'd escaped the incident caused by Sytry in a maid costume,\she was embroiled in a chocolate making competition with Pakhet.
c438_interest	Why does everyone underestimate me?
c438_like	I'll take you to a new world.
c438_love	Alas... Loki is everywhere in the world.
c438_profile	Semele worships Loki. She even gave up her best friend Eve to be with him.\But the memories that have been deeply embedded in her mind can never be erased. One day, she'll realize what's more important to her, what her soul truly wants.
c439_interest	Pain is part of love.
c439_like	When feelings grow stronger,\how do you hide them?
c439_love	I look forward\to your support!
c439_profile	Saturn♥ yielded the role of Juliet to grant Rusalka's wish of playing her.\In turn, Rusalka's performance and behavior gave Saturn♥ courage.\She put on Juliet's costume, and began practicing a confession of love\so she could share her innermost feelings with Maestro.
c440_interest	Put your trust in Mona. ♡
c440_like	We should help one another.
c440_love	Cutting corners will only make things worse.
c440_profile	Mona wakes up in a strange place with only the memory of her name, and a strong sense of urgency to find someone or something precious that she's lost. She just can't remember whom or what.\Then, out of the blue, a White Rabbit passes her by. He looks strangely familiar, so she follows him into this peculiar world to remember whatever it is she's looking for.
c441_interest	Well, aren't you just amazing? Well done.
c441_like	Looks like you're in a bit of a pickle. How can I help?
c441_love	Anyone can be a hero...even a demon.
c441_profile	Justice always prevails!\Robin ran away from home after revealing her demon master's whereabouts to an exorcist, on behalf of a pactmaker who wanted revenge. Now, she's found herself a new master that she hopes can help her bring about her vision for a just and fair world. Unfortunately, her curiosity often gets in the way of her noble goals, with her tendency to fiddle with everything she sees causing trouble more often than not.
c442_interest	Abandon and abandon.
c442_like	I've owe much to many lives and failures.
c442_love	I'll rebuild what's been destroyed.
c442_profile	Exorcist Nirrti, after tremendous ascetic training, now prepares to enter her transmigration. After she left the Eastern Exorcist Branch to prepare for her rebirth, demon Loki struck and destroyed the branch. In her near-death state, Nirrti entered a contract with demon Ode and asked him to remove all her memories.\Later, she made a contract with the Master and joined the forces of evil. But for some reason, the Master disappeared, and her contract with him became null. Now, Nirrti's hitherto suppressed power as an exorcist is back along with her memories. She sets off on a journey to find Arhat, who transmigrated before she did.
c443_interest	Just don't hold me back. That's all I ask.
c443_like	Just do as I say.
c443_love	I'm not an ungrateful person.
c443_profile	A woman fooled by a demon into making a contract, Raffles was born of a mind sick with suspicion and insecurity bred from repeated betrayal. Raffles ran away to spite her owner, who fooled her pactmaker, and the harshness of reality nearly broke her.\She was stealing from Archfiend candidates to survive on the streets when a new opportunity presented itself.
c445_interest	Stay away from Kumari.
c445_like	You. You're not as bad as I thought.
c445_love	Suhana and I saved each other.
c445_profile	Kumari is a girl worshipped as a goddess. Kalaratri knows even Kumari is an ordinary human. She remembers a Kumari who was fooled by a demon and lost her life so to prevent the same tragedy from happening again, the exorcist volunteered to become a shaman.\Guardian Kalaratri hides in the darkest corner of the temple, protecting Kumari. But Kumari cannot find happiness in the temple. They must go out into the world. Kalaratri promises Kumari Suhana that she'll give her freedom.
c446_interest	My only master is Juno.
c446_like	You talk too much.
c446_love	Empty cans rattle loudly.
c446_profile	To summarize Argos's day, you can describe it as like being a robot.\She wakes up every day at the same time to patrol, and in between, she sits down and waits until the next task without moving.\The only time she deviates from her patrols and waiting is when Juno gives her a mission.\This is the only time she seems excited.
c447_interest	Are you trying to make me angry? Come on, keep trying.
c447_like	Not everyone can be saved.
c447_love	Does God love me? Heh heh... Hard to say.
c447_profile	One of the exorcists' Twelve Disciples, she bears the title of "Nathanael's Servant." She's responsible for the destruction of the eastern branch and the election of Abigail to be Chairperson of Saint Michael's. She pursues Arhat to completely wipe out the eastern branch. Her true objective is to hand over the Exorcist Society to Loki.\She's doing this out of a long-cherished wish that she's never shared with anyone else. She doesn't want wealth or fame. She wants to retrieve the precious light she lost long ago. But now that she's completely tainted by the darkness, can she ever reach the light?
c448_interest	Sorry, demons aren't my type. ♡
c448_like	Ooh, you smell delightful! ♡
c448_love	How'd you like to be my slave? I'll take good care of you. Forever.
