// key	CHAT_SPA_
sc001_spa_1	呼……没什么比宠爱自己一下更好的了♥
sc355_spa_max	热切的希望会转变为全新的力量。这多亏了你跟梅对我的信念，我才能因此觉醒。我只希望你能继续相信我。只要是为了主人，我愿意改变。
sc360_spa_1	这真的是玛亚特的福音！
sc360_spa_2	有这么棒的地方谁还要去天堂啊？……喔，我不小心说漏嘴了吗？嗯。算了，这也是没办法的。
sc360_spa_3	虽然贞德常常要我跟她一起祈祷，但是我已经找到她梦寐以求的至高顿悟与感受了。
sc360_spa_4	你真的对魔王争夺战那么感兴趣吗？只要待在我身边，你的人生就能充满祝福吗？
sc360_spa_5	我跟你待在一起不是我因为喜欢你。只因为你是我的主人。我讨厌你随和的个性……
sc360_spa_max	我不担心善恶。神之道就在眼前。我们就在蒙受他祝福的同时，好好享受人生吧~
sc361_spa_1	你为什么就是不肯闭嘴？我真的必须铲除你吗？
sc361_spa_2	巴托里的哭声总是那么大，\那就是我受不了她的原因。
sc361_spa_3	你对巴托里感到难过吗？省省吧。那是她的弱点，她自己让其他人踩在头上的。
sc361_spa_4	你为什么这么友善？\别这样，不然……我不用多说，对吧？
sc361_spa_5	喂，想听个有趣的故事吗？\不想听？但真的很有趣哦。
sc361_spa_max	你可得好好待我。\谁知道呢？也许我会帮你成为魔王的。哈哈哈！
sc362_spa_1	啊！\对、对、对不起！\奇怪。我以为预订好了。\我这就出去。
sc362_spa_2	事实上，自从我来到人界，\便开始惊慌失措，\所以我很久没有\像这样放松了。\这是如此的美好和温暖。
sc362_spa_3	唔，夏娃女士今天的状况……\哦，你好！你是来放松的吗？\我是下班后过来放松一下身体。\一直很辛苦。\我的肩膀特别僵硬。
sc362_spa_4	我，呃，总是很快就消沉。\我经常被人说太消极了。\我试着纠正过，但不怎么成功。
sc362_spa_5	你有这么多Child，\却不只是关心着我，而是关心着所有人。\我认为你其实很强大，半吊子恶魔先生。
sc362_spa_max	我从来没畅想过未来。\不过，最近我一直在琢磨这件事。\设想魔王争夺战结束的那一刻，\10年，甚至20年之后，\这让我更期待未来。
sc363_spa_1	这个地方真是太棒了。\我要告诉罗根！
sc363_spa_2	我想永远待在这里！\没错，也许我应该直接把温泉偷走？
sc363_spa_3	不要再数落我了。我知道偷东西不好。\但你可是偷走人类灵魂的家伙……
sc363_spa_4	每个人都有自己的宝物。你也不例外。你的宝物会是什么呢？我真好奇。嘻嘻，别怕。
sc363_spa_5	就一个恶魔而言，你人太好了。试着对自己更诚实点。你有想要的东西，对吧？
sc363_spa_max	你知道的，只要我锁定了目标，就绝不会放手。\恶魔，你想要什么？我会帮你搞来的。
sc364_spa_1	嗯~我要融化了，融化了啊……遭糕。咦？我的糖果也融化了。嘿嘿♥
sc364_spa_2	你喜欢什么糖果？我很喜欢薄荷味的。
sc364_spa_3	我就指望你让我的契约者愿望成真了。毕竟那也是我的愿望……
sc364_spa_4	有人说这世上没什么是永恒的。但你不觉得真爱是永存的吗？
sc364_spa_5	这是我为你做的特别糖果。我发誓你一定会超级喜欢的！嘻嘻嘻……♥
sc364_spa_max	你知道什么是爱对吧？别装了。我知道你懂的，因为，好吧……我深深地爱上你了。
sc365_spa_1	别担心，我是防水的。
sc365_spa_2	别担心，这水温还对我造成不了威胁。嗯？你不是在担心这个？那你在担心什么？
sc365_spa_3	我是来这里寻找灵感的。我听说只要水压够强，钻石都能被切开，我觉得我应该可以利用一下这边的设施。
sc365_spa_4	维修？我想一直待在温泉里。早知如此，我等维修完了再来。
sc365_spa_5	连我偶尔都会出错。没有人是完美的。我希望你能在我不知所措的时候指引我。
sc365_spa_max	带我来这个温泉后，我就能执行更复杂的命令了。我已经准备好接受你的指派了。请记得，我还是需要你的帮助的。
sc366_spa_1	我们今天很努力了，所以好好休息一下吧，别担心明天的事了。
sc366_spa_2	我感觉到有能量在体内涌现。嘻嘻！
sc366_spa_3	呼，累死了。……嗯？不是因为你啦。嘻嘻。你知道我什么意思，对吧？
sc366_spa_4	有人说，有些事情不能只靠努力。我不相信。因为我除了职业道德外，好像什么都没有啊？
sc366_spa_5	犯错没关系。我们可以让事情回到正轨。没必要对失败大惊小怪的，恶魔先生。
sc366_spa_max	恶魔先生，你有你自己的梦想吧？我保证你能梦想成真！让我们一起努力实现吧！
sc367_spa_1	如果每天都能像今天一样就好了～
sc367_spa_2	嗯……为什么莫娜姐姐会喜欢这个蠢地方啊？妲比想离开这个闷热的死亡陷阱了！……啊？什么？什么都没有！妲比只想知道莫娜姐姐的心情！
sc367_spa_3	啊！这就是你对待魔王的方法吗？居然用这种旧澡堂来招待妲比？还不赶紧为魔王妲比大人重新装潢！用鲜艳的红玫瑰将这里铺满！
sc367_spa_4	啊，真是太凉爽了！这才是适合魔王的温度嘛。虽然「凉」温泉真的有点怪异……
sc367_spa_5	那边的鸡冠头！快点将你的鸡冠头低下！向魔王妲比大人臣服效忠吧！这样，主人就能活着离开了。喔呵呵！
sc367_spa_max	如果妲比比主人还强，那主人就会成为妲比的Child！这样主人就会成为魔王妲比大人的光荣仆人了喔！喔呵呵！
sc370_spa_1	啊……没什么比日光浴更能带走旅行中的疲惫了！
sc370_spa_2	这温泉，很容易让人忘记现在是什么季节呢。怎么这么舒服，跟魔界的感觉完全不同。
sc370_spa_3	哎呀，主人……你在找莫娜吗？不用担心！我们回去吧。……嗯？不是这样？真是的，主人害羞了！
sc370_spa_4	不要害羞啦。嘻嘻。这可是莫娜的乐趣之一喔♥
sc370_spa_5	这温泉真的太完美了。不过我们该走了。我亲爱的主人，我竟不知道你能等这么久。♥嘻嘻。谢谢你的等候。
sc370_spa_max	世上居然有你这样的主人……我第一次参加争夺战的时候……算了，不重要。呼呼。都是些陈年旧事。好女人不应该被回忆所纠缠！
sc371_spa_1	从冷水到热水，真的好舒服啊。啊……
sc371_spa_2	虽然我不能像莫娜那样享受人界的生活，但我至少能假装一下。
sc371_spa_3	其实挺好笑的。恶魔跟人类都喜欢这样的温泉。热水澡一定是触动到了我们内心深处的某个地方。
sc371_spa_4	我还以为自己已经从完美规律的生活中获得了健康的体格呢。来到这里后，我才了解到为什么人们总说化解不了疲劳。也许，这里对人们心理上的影响远远大于对人们生理上的影响。
sc371_spa_5	人不可能永远对某件事保持高度警惕的，就算你全心全意也做不到。我们最无法控制的，就是自己的心。这其实挺不合理的。
sc371_spa_max	呼呼，主人请别担心。我很快就会变回原来的样子。然后我就会帮助主人当上魔王的。不过，你要做好我全力以赴的心理准备。
sc372_spa_1	比起温泉，妲比更爱大海。
sc372_spa_2	嘿嘿嘿~现在妲比的皮肤变得超级光滑！还有凉爽的风。这样的感觉也不错呢。
sc372_spa_3	妲比有个玩具不见了，是一只黄色的小鸭子。妲比趁莫娜姐姐不注意的时候偷偷带进来的。……真的吗？主人会帮我找吗？！
sc372_spa_4	只是水而已，不是吗？温泉水跟浴缸里的水还有泳池里的水有什么不一样啊？人类的规矩有的时候真的很奇怪。
sc372_spa_5	莫娜姐姐真的很厉害。她是怎么控制住自己不把这里拆掉的呢？一定是因为她受过顶尖的魅魔训练。（吹泡泡）
sc372_spa_max	哈哈！妲比想了一个伟大的计划！有人说海中央藏着宝藏，只要找到它就能成为海贼王！但莫娜姐姐说那儿很危险，不能去，所以妲比来找主人帮忙！
sc373_spa_1	啊，真是舒服……哎呀，差点睡着了。
sc373_spa_2	喂，你为什么要躲在角落里啊？过来一点吧！
sc373_spa_3	我想我可以试着喜欢这个叫做「温泉」的东西。
sc373_spa_4	让我们比赛谁泡得久！
sc373_spa_5	泡完温泉后，你想喝什么？我？咖啡牛奶吧。
sc373_spa_max	好啦，等我们要走的时候，我给你买罐咖啡牛奶怎么样？不可以拒绝的喔！
sc374_spa_1	喔，我现在真的是超开心！♥如果你能跟我一起，我就更开心了。嘻嘻！♥
sc374_spa_2	我觉得自己还挺喜欢这地方的。我应该向摩根还有波摩纳介绍一下这地方。不过，摩根绝对不会一个人来的。
sc374_spa_3	我的小不点客人，在这里喔！♥靠近一点嘛，这样好取暖啊♥真是的！你又要从我身边逃走吗？你也太容易害羞了吧。
sc374_spa_4	可爱的小不点客人，我很开心能跟你在一起。♥真希望你也是……
sc374_spa_5	可爱的小不点客人，我会好好守护你的，别担心♥不过你要先好好操办我们两人的婚礼哦！嘻嘻！♥
sc374_spa_max	希尔德，真的很高兴能遇见你。谢谢你成为我的主人♥
sc377_spa_1	想好好调整一下？合理，我也想休息一下的。
sc377_spa_2	我从来没看过那么多的恶魔和Child聚集在一个地方。我觉得争夺战结束后，我会找个新娘回魔界，不过因为波摩纳在这里的缘故，这个计划实施起来就有点困难了……
sc377_spa_3	我要试着把过去的种种都当作有趣的回忆来看待。……我在说什么？当然是跟波摩纳结婚的计划啊。你别笑话我，我不想让她难堪。
sc377_spa_4	你还好吗？你看起来很累。如果你真的不舒服，我去把老板找过来。你走的动吗？
sc377_spa_5	这是我第一次这么放松，也是我继承了新娘之戒后第一次这么放松。我在岛上时，总是被新娘候补围得严严实实。
sc377_spa_max	好吧，你的计划生效了，我觉得我自己更了解你了。虽然我并不打算交朋友，但是……真是困扰啊。对了，你成为了另一个新娘候补！哈哈哈，开玩笑的。
sc378_spa_1	啊~有的时候只是这样泡泡温泉也是个不错的选择呢。
sc378_spa_2	嗯？这地方还可以疗伤？好消息哎。
sc378_spa_3	这些温泉能疗伤？这就意味着，我可以毫无顾忌地跟雅典娜打架了？
sc378_spa_4	你说我应该跟雅典娜一起泡？别开玩笑了。
sc378_spa_5	她……雅典娜也会来这里吗？
sc378_spa_max	好吧，如果你坚持的话，那……我可以跟她一起来。
sc379_spa_1	全裸泡温泉……你也太不要脸了吧！
sc379_spa_2	喔……这就是所谓的「坦诚相见」吗？
sc379_spa_3	我想我已经开始喜欢这个叫「温泉」的东西了。我能感觉到我的伤痛跟疲劳消失了……
sc379_spa_4	主人，你怎么把头转开了？
sc379_spa_5	真希望我能和她来这里。我保证她一定会喜欢的。主人，你不觉得吗？
sc379_spa_max	以后有时间我们再来吧。
sc381_spa_1	你带我来这里干什么？嗯？……只想跟我一起泡温泉？
sc381_spa_2	恶魔大人也觉得我特制的恋爱糖果是犯规的？我每次都很用心啊！
sc381_spa_3	不管你花了多少时间，爱都是一件艰难的事。这种事年纪愈大愈明白？到底什么是真爱呢……？
sc381_spa_4	别把我当成小孩。我只是不太习惯而已。我对你的感觉是真的。
sc381_spa_5	有人说爱会让人变傻，我开始相信了。对了，你今天看起来超帅的。嘻嘻……开玩笑的。
sc381_spa_max	你不知道什么是爱？你跟小孩没什么两样嘛。呼呼，别担心，我们可以一起找到答案的。
sc382_spa_1	什么？你要是想唠叨我的话，还是晚点再说吧。我肯定从你嘴里吐出的绝对不是什么好话。
sc382_spa_2	这是魔界的温泉？你不觉得有点凉吗？魔界不应该是充斥着火焰跟硫磺的吗？虽然我也不知道魔界长什么样。
sc382_spa_3	啊。早知道要照顾一个恶魔，我才不会签下契约呢……他知道我是他现在还活着的唯一理由吗？
sc382_spa_4	真是狗嘴里吐不出象牙。不过我挺惊讶的。希望我能像你一样不要脸。
sc382_spa_5	你喜欢更棒的Child对吧？那种身高五尺，张牙舞爪的child。那样比较适合我……
sc382_spa_max	我从来没有像现在这样开心过。我想我的契约者也是这样的。也许有其他的事让我开心，但……只有一点点。虽然我并不奢求你能理解我。啊……
sc383_spa_1	我们真的可以在这里浪费时间吗？你在这休息就是个错误。
sc383_spa_2	我总觉得自己在人界的时候很倒霉。这边的事情稍有好转，那边就一定会出事……
sc383_spa_3	那个尼曼……我发现她在制作那些奇怪的玩偶。我想丢掉它们，但看到那些娃娃是以自己为原型制作的时候，真的很难下手。
sc383_spa_4	我是怎么沦落到跟这样软弱的家伙混在一起的？再这样，我这个「坏小子弗雷」的名声还怎么维持？……喂！你那是什么表情！我不需要你的可怜！
sc383_spa_5	我真是搞不懂，为什么夏娃和丽莎对这家伙的评价那么高？我有什么不如他的地方吗？
sc383_spa_max	我觉得再这样我会英年早逝的。丽莎要我「认真点」是什么意思？喂，吊车尾……你自己小心点。你的命是我的。
sc385_spa_1	哈啊，感觉真是舒服……\真希望海莲娜小姐也在这里……
sc385_spa_2	嘻嘻……感觉真棒……\难得有温泉可以泡，不好好享受可不行啊！
sc385_spa_3	我的愿望？我想向海莲娜大人证明，玛丽是个大人了！
sc385_spa_4	哎呀！岛主先生真是的……能和玛丽一起泡温泉真是幸运！
sc385_spa_5	我要怎样做才能变强大呢……？啊！你……你没听到我说的话吧？！岛主大人，别鬼鬼祟祟的了！
sc385_spa_max	玛丽会帮岛主先生达成梦想的！\因为这可是仆人的本分啊。
sc386_spa_1	人们说温泉能够洗涤生命。\这真的有一种被治愈的感觉呢……
sc386_spa_2	这里是个宁静的好地方呢。\岛主先生不这么认为吗？
sc386_spa_3	我……我的工作吗？这是秘密喔……
sc386_spa_4	岛主先生信占卜吗？\咦，小孩子才玩的游戏？才不是呢！\很准的哦。
sc386_spa_5	我想给岛主先生一份礼物作为回礼。……喔，我知道了！帮你挑件泳衣吧。
sc386_spa_max	我看到你穿了我送你的泳衣。谢谢你。希望我能以伙伴的身份继续帮助你。
sc387_spa_1	呼啊～温泉果然是最棒的。疲劳好像在身体里面融化了。
sc387_spa_2	穗香觉得能和大家相遇，真的是一件很幸运的事。当……当然，能和岛主先生相遇，穗香很开心。
sc387_spa_3	我为什么喜欢泡温泉？因为身体会变得暖呼呼的，很舒服～肩膀也可以放松下来，不那么僵硬……
sc387_spa_4	有什么事可以跟我说。只要我能帮上忙的，我都会去做的！……啊？这就是你担心的事啊？嗯……
sc387_spa_5	就让你看看穗香的才艺吧。\现在开始模仿岛主先生哦！\……有点难为情呢。
sc387_spa_max	一直以来，我都是和奶奶一起洗澡的。她说家人之间「坦诚相对」很重要……对吧，岛主先生？
sc390_spa_1	我很庆幸和妈妈一起来到这里！
sc390_spa_2	很久以前，我妈和我曾经……啊，现在不是说这个的时候！表演开始！我的魔力可是十分惊人的！
sc390_spa_3	咦？你想听我解释自己的魔术？唉……真正的绅士是不会这么问小姐的。
sc390_spa_4	伟大的魔术师都是从错误中学习经验，并因此提升到更高的境界！感觉好一点了吗？
sc390_spa_5	魔术的趣味就在于出其不意！嘻嘻……保证会让你惊喜连连的。我会呈现出精彩的表演的。
sc390_spa_max	你这种观众还蛮少见的。嘿嘿嘿……你真有趣！好吧，我有更多惊喜要献给你哦！
sc391_spa_1	我只是稍作休息。夜晚还很长呢，庆典还没开始呢！
sc391_spa_2	嘿嘿嘿。即使是短暂的梦境也该好好享受啊。永不结束的梦境，最后只有痛苦，你不觉得吗？
sc391_spa_3	哈哈！遇见你真好。艾丽和堤丰也是这么想的——尤其是堤丰。他可是向来不关心别人的。
sc391_spa_4	作为一个很容易害羞的人，你还挺直接的嘛。也许你没有注意到，危险正逐步逼近……我在说什么？你自己好好想想吧。
sc391_spa_5	梦境的有趣之处，就在于不管是否美好，到了早晨都会结束。永不结束的幻觉和死亡没什么两样。请记得你在哪儿，在做什么。
sc391_spa_max	所以？我让你印象深刻吗？你的心中留下了什么快乐的回忆吗？如果有，我会很开心的！我们是萨温派对♪只有在万圣节才会出现的梦幻景象！
sc392_spa_1	妲比可不想跟主人来这种地方。莫娜姐姐在哪呢？
sc392_spa_2	莫娜姐姐就是妲比的一切。主人你可别当我们的电灯泡。
sc392_spa_3	虽然妲比只爱莫娜姐姐……但妲比伤害了她。
sc392_spa_4	妲比懂了……还是离莫娜姐姐远一点比较好。这是妲比目前唯一能为莫娜姐姐做的事了。
sc392_spa_5	妲比现在懂了。莫娜姐姐最爱妲比了。要是妲比能早点知道的话……
sc392_spa_max	请代替妲比保护莫娜姐姐和妲比——这样莫娜姐姐才能比妲比更加快乐。
sc393_spa_1	心胸这么宽广的恶魔还真是少见呢。嘻嘻♥
sc393_spa_2	「能让所有人都和谐共存的世界」……嘻嘻！听起来像梦一样。
sc393_spa_3	让主人成为魔王是我的梦想。但是现在……
sc393_spa_4	你会遗弃我吗？嘻嘻！你的反应总是那么精彩。
sc393_spa_5	你会创造一个能让大家快乐生活的魔界吗？
sc393_spa_max	有我这样的助手，你很得意吗？既然如此，你可要努力成为一个配得上我的主人哦。
sc394_spa_1	要帮你擦背吗，主人？嘻嘻，我开玩笑的。哎呀呀，你看看你——脸都红了！
sc394_spa_2	你对我的花魁扮相很惊讶？别……别这样。我知道我该多学习。所以我现在在看书。
sc394_spa_3	花魁文化真是不可思议。女人们住在一起……哎！这应该就是我的理想世界吧？
sc394_spa_4	花魁的语言很有意思吧？对了，你知道「求爱」这个词是从花魁文化中来的吗？
sc394_spa_5	花魁的责任就是要让客人梦想成真，哪怕只有一个晚上。这就是她们每天训练和学习的原因。你的梦想是什么呢，主人？品尝美食？太可惜了。我的烹饪技术还不怎么娴熟。
sc394_spa_max	看上去，花魁的漂亮和服很像婚服。你会为我穿上这和服吗？嗯？「打死也不要」？哼，你还真是小气啊，主人。
sc395_spa_1	谢谢你。我现在觉得神清气爽。我竟然没有意识到我之前有多疲惫。
sc395_spa_2	唉……也许是我的决心不够吧。我低估了魔王争夺战。我还以为这场战斗会很快结束的，这样我就可以回家了。
sc395_spa_3	嗯。自那之后，我学了很多。我知道白天穿这种衣服晃来晃去，会让人们以为我是不良少女的。现在，我知道你有多辛苦了。
sc395_spa_4	你别误会——虽然我不知道你是怎么想的，但对我而言，你还是我的敌人。不过，看你在我身边完全放松警惕的样子，让人伤脑筋或许就是你的本事。
sc395_spa_5	尽管不知道我是谁，你依然呼唤我并向我展示你的善意。这就是你。你现在知道为什么我说你和人类很相像吗？
sc395_spa_max	也许，你和弗雷都把我当成了笨蛋，但清楚地看过人界的日落恶魔的只有我。嗯？你笑什么啊？有什么好笑的？
sc396_spa_1	快一点！我在等你呢，小猫！
sc396_spa_2	你还是很担心我会逃走，对吧？没关系喔。我觉得这还挺好玩的。
sc396_spa_3	世界那么大，一辈子就短短几年而已，是看不完的。明白了这件事以后，还总待在同一个地方不是很蠢吗？
sc396_spa_4	喔，别难过。你对我来说真的很特别，小猫。啊哈哈！看起来你不信我！
sc396_spa_5	我有种预感……分离只是一连串相遇的开始。我知道我们一定会再见的。
sc396_spa_max	别担心。见不到对方，也不代表会分开啊，小猫。无论何时，只要你呼唤我，万水千山，我都会赶来的。
sc397_spa_1	送礼物、为他人带来欢乐，然后再泡个热水澡……这才是人生！
sc397_spa_2	你喜欢我的圣诞服装吗？看起来很棒吧？有时侯，女王要给凡人一点他们想要的东西！……什么？他们才是给予的一方？真无礼！
sc397_spa_3	圣诞节当然要吃烤鸡啊！还吃什么？当然是烤火鸡啊。等等，那好像跟烤鸡差不多。
sc397_spa_4	圣诞节真是个好节日！我们应该天天庆祝圣诞节。嗯？这对圣诞老人来说是不是有点困难？好吧，我觉得你说得对。
sc397_spa_5	你问我觉得什么才称得上是好礼物？嗯，应该是那种价值不菲的东西吧？毕竟我每次都把自己的礼物拿出去卖掉。……你那是什么表情啊？今年，我想吃一顿美味的大餐。
sc397_spa_max	我通常都是收礼物的那个哎。所以我都不知道送礼物这件事有多有趣。你会珍惜我的礼物吧，仆人？
sc398_spa_1	好温暖……真高兴我还活着。
sc398_spa_2	我要怎么偷走黄泉之花？\什么……？你刚刚在偷听？
sc398_spa_3	我为什么会\在乎魔王争夺战？！\我已经受够恶魔了！
sc398_spa_4	你想当朋友？\我想你跟其他\恶魔确实不太一样。\不过这还是不可能！
sc398_spa_5	恶魔都是小偷。\至少我以前是这么认为的。\但自从遇见你之后，我就对这件事改观了。
sc398_spa_max	为什么要害怕跟其他恶魔战斗？\只要我在这里，你就没什么好怕的。
sc400_spa_1	这地方真不错。我想带我妈妈和其他人一起来……可以吗？
sc400_spa_2	我以前总跟家人待在一起。现在不了。无论过了多久，我还是无法习惯离开家人，孤零零的感觉。
sc400_spa_3	你知道人死后会变成蝴蝶吗？也许这些蝴蝶是离别恋人的愿望转化而来的。
sc400_spa_4	虽然有时你看起来很寂寞，主人。但是你有个大家族！你太贪心了。
sc400_spa_5	那个，主人。你可以更信任我一点吗？我想为你而战。
sc400_spa_max	我会保护你的，主人。毕竟，你是我的家人。我也是你的家人，对吧？
sc402_spa_1	我才调查了一半，但是……
sc402_spa_2	偶尔这么放松一下也不错。
sc402_spa_3	说起温泉，我第一个想到的就是温泉蛋。 下次试着做一个吧。
sc402_spa_4	为什么这样看着我？
sc402_spa_5	从每日的疲劳中解脱出来，也是一项重要的工作！
sc402_spa_max	如果有机会的话，真的想约上诚和小椿一起来这里。
sc403_spa_1	是温泉耶！ 好棒！
sc403_spa_2	哇~我尾巴上的毛浮起来了！
sc403_spa_3	来吧，放松吧！
sc403_spa_4	这地方真的很棒，就是不知道与其他温泉相比，哪个更好。
sc403_spa_5	出汗后泡温泉的感觉可真的是太舒服了。
sc403_spa_max	来吧来吧！一起泡会更温暖的喔！
sc404_spa_1	这跟我遭受的屈辱比起来，算的了什么！
sc404_spa_2	你怎么先跑进去了？！
sc404_spa_3	这边的温泉更好一点，对吧？
sc404_spa_4	就算是我也会有疲惫的时候啊。
sc404_spa_5	温泉真的是……太治愈了。
sc404_spa_max	真可惜，我们不能一起进去……你不觉得可惜吗？
sc405_spa_1	我想我必须承认选择信任和追随你是有好处的。
sc405_spa_2	魔王必须具备某些品质，\那些都是你所欠缺的。
sc405_spa_3	你想成为什么样的魔王？\你有信心统治魔界吗？
sc405_spa_4	鲁弗斯大人必须成为魔界之王。\他是唯一一个能够从无到有创造\东西的恶魔。
sc405_spa_5	我帮你只是\因为鲁弗斯大人命令我这么做。\无论如何，我都会尽力的。
sc405_spa_max	鲁弗斯大人的命令是不容置疑的。\在他下达别的命令之前，我将全力以赴协助你。
sc406_spa_1	喵呼呼……
sc406_spa_2	温泉实在太棒了。
sc406_spa_3	啊啊啊！
sc406_spa_4	温泉实在棒极了！
sc406_spa_5	不能在里面游泳吗？
sc406_spa_max	温泉最棒了！
sc407_spa_1	呼……泡温泉真舒服。耳廓狐也该来这儿泡泡。
sc407_spa_2	这真是太舒服了！
sc407_spa_3	我有按照你的方法泡哦！把全身都泡进池子里，然后默数三十秒。
sc407_spa_4	我……我保证不会在里面游泳啦！
sc407_spa_5	哈~真的好舒服啊。
sc407_spa_max	下次也找耳廓狐一起来吧。
sc408_spa_1	这真是个好地方啊~
sc408_spa_2	啊~真暖活~
sc408_spa_3	小浣熊~你数到三十了吗？
sc408_spa_4	不可以游泳哦~
sc408_spa_5	你没泡晕吧？
sc408_spa_max	小浣熊~下次再一起来吧~
sc409_spa_1	来玩水吧！
sc409_spa_2	我现在看起来是不是跟棉花糖甜甜圈一个样？啊……糟了！如果我融化了，那可怎么办？
sc409_spa_3	泡温泉泡了这么久，我感觉自己好像变成了一个甜甜圈。你知道吗？有些甜甜圈不是炸出来的，而是用开水烫出来的喔！
sc409_spa_4	你不觉得刚出炉的甜甜圈最好吃吗？就因为喜欢，才把甜甜圈留到最后的，这是最糟糕的选择！
sc409_spa_5	所有的血液都跑到了我的脸上，我的脸已经红得不能再红了。我看起来是不是很像草莓甜甜圈啊？想尝尝看吗，主人？嘻嘻♥
sc409_spa_max	呼……♥真是太舒服了♥下一次，我会记得带甜甜圈来的，一起吃啊！♥你那是什么表情？分享使人快乐，这可是你教我的！
sc410_spa_1	你觉得这种程度\会让我满意吗？\给我拿些冷水来。
sc410_spa_2	哎呦！这不是小主人吗？\什么，你有意见？\我只是实话实说罢了。你很小。
sc410_spa_3	要是魔王无法统治魔界呢？\我们就能天天战斗了。\那岂不是很爽？
sc410_spa_4	你遇见我是你的幸运。\这是我第一次也是最后一次\当别人的使魔。
sc410_spa_5	我要给你一顶王冠。\现在，跪下来接受我的恩赐吧。
sc410_spa_max	如果你想成为魔王，我会尽我所能地帮助你。\作为交换，你必须给我一个\可以尽情战斗的地方。
sc412_spa_1	赐予我勇气，不被\撒旦所迷惑。
sc412_spa_2	喂，亚伯。\今天又将是愉快的一天。\正是主的指引让我们这样相遇。
sc412_spa_3	亚伯，你又跳槽了吗？\我担心你的轻佻作风。\不过，我想你自己会处理好的。\毕竟你是我的亲弟弟。
sc412_spa_4	好久不见，亚伯。\咦，怎么了？\你开始害羞了吗？\哈哈，我开玩笑的。
sc412_spa_5	我总是梦见我在责骂你。\我怒不可遏，冲你狂吼……\啊，我在说什么呢？\我一定是累了。\我们回家吧。
sc412_spa_max	等我们回到梵蒂冈，就能重新在一起了。\我现在有一个可爱的徒弟。非常有趣。\我希望你也喜欢她。\毗瓦巴是个很棒的徒弟。\但她还想接受训练。我们有很多东西要教她。
sc414_spa_1	温泉里是不允许打水枪的。这个规则连专业的水枪射手都知道。
sc414_spa_2	我不会对逃兵开枪的。这是我的水枪哲学。
sc414_spa_3	安妮还在讲这种事吗？正如我之前说的那样，第八次夺魁的赢家不会是安妮——而是我。
sc414_spa_4	如果有人找我打架，我会跟他打。这是所有持枪者的信念——这就是为什么你无法成为一名水枪射手。
sc414_spa_5	我等了你好久，我有好多事情想跟你说。首先：关于最新的水枪模型！
sc414_spa_max	你该给那些嘲笑你的人一点颜色瞧瞧。身为恶魔，你可是比你自己想象的还要了不起哦。
sc415_spa_1	虽然冰凉的溪流很好，但微热的温泉也不错。
sc415_spa_2	不喜欢玩水，那你要怎么享受夏天？
sc415_spa_3	别被对手的喷嘴吓到。只进不退的人才能成为水枪射手。
sc415_spa_4	孤注一掷，才是水枪射手的真谛。
sc415_spa_5	别发呆了，快到水里来。嘿嘿嘿……
sc415_spa_max	你的对手是谁并不重要。成败的关键在于你自己。如果你够幸运，那么我会是你致胜的关键。
sc416_spa_1	哦，对啊。这是秘密，但……\我告诉你。\那个小姐一直\在盯着你看。
sc416_spa_2	咦？\我还以为有人。\哦，别担心。\我想应该是我多虑了。
sc416_spa_3	你独自一人散步的时候，\会看见一些奇怪的光。\那不是萤火虫的光，也不是星光，\而是一种哀伤、忧郁的光。
sc416_spa_4	不管是在人界还是在魔界，\奇怪的事无处不在。\别被吓坏了。\远远地看过去其实还蛮有趣的。
sc416_spa_5	我以为你只是可悲，\其实你是个胆小鬼。\但你这种性子好像真的不太适合当恶魔。\哈哈哈！
sc416_spa_max	你不是真的在嫉妒人类吧？\哈哈哈！都写在你的脸上了。\观察你真的永远都不会腻。\
sc417_spa_1	喂！没经过同意，不准碰我的尾巴。
sc417_spa_2	你这么想摸我的尾巴？好吧……但要轻一点。
sc417_spa_3	我也想在这里吃你烤的肉。一点点就够了，只要是你烤的就好。
sc417_spa_4	寻找新恋情可没那么容易。啊……不知道那里有没有人想成为我的恋人呢？
sc417_spa_5	最近，我对肉的胃口比较容易满足。那是因为……你满足了我。
sc417_spa_max	我想你应该注意到了，肉对我来说是必需品。但是，如果要我在肉跟你之间选择的话，我会选择你。就是这样。
sc418_spa_1	啊……这真是个……放松的好地方。
sc418_spa_2	这个温泉真舒服，感觉就像玉藻的魅术一样。棒极了……
sc418_spa_3	我跟恶魔对战，并保护大家……正是为了此刻。
sc418_spa_4	啊。我知道无论在什么情况下我都不能放松警惕，但每次来这里，我的心就融化了。
sc418_spa_5	有时候我会想，温泉的热和人心的温暖十分相似。你也这么觉得吗，老大？
sc418_spa_max	这个地方感觉真棒。要是每个人都能体验到我此刻的感觉就好了，那样的话，也许这个世界会更加和平。
sc419_spa_1	那个……可不可以不要这样盯着我看？我感觉很害羞。
sc419_spa_2	……你喜欢眼前看到的吧。
sc419_spa_3	欢迎光临。
sc419_spa_4	没关系的。但还真是有点害羞呢……
sc419_spa_5	所以……你觉得我怎么样……？
sc419_spa_max	你一定要逼我说出口吗？你真色……
sc420_spa_1	啊，真是神清气爽呢。
sc420_spa_2	你没什么话想跟我说吗？
sc420_spa_3	喂，别用那种表情看我。
sc420_spa_4	……我对你来说就这么没有魅力吗？
sc420_spa_5	你最近很忙吗？\还是，有什么烦心事？
sc420_spa_max	我爱你。
