// key	ITEM_NAME_	ITEM_DESCRIPTION_
50120202	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120203	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120204	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120205	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120213	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120214	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120215	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120301	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120302	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120303	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120304	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120305	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120313	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120314	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120315	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120401	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120402	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120403	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120404	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120405	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120413	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120414	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120415	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120501	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120502	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120503	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120504	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120505	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120513	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120514	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50120515	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121301	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121302	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121303	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121304	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121305	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121313	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121314	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121315	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121401	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121402	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121403	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121404	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121405	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121413	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121414	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121415	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121501	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121502	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121503	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121504	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121505	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121513	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121514	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50121515	增幅攻击力核心	<color=ff17b0>增幅攻击力</color>点燃核心。\蕴含3种能力。\代表力量的希伯来文第七个字母Zayin散发着光芒。
50130101	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130102	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130103	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130104	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130105	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130112	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130114	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130115	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130201	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130202	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130203	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130204	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130205	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130212	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130214	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130215	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130301	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130302	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130303	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130304	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130305	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130312	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130314	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130315	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130401	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130402	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130403	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130404	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130405	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130412	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130414	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130415	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130501	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130502	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130503	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130504	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130505	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130512	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130514	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50130515	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131201	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131202	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131203	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131204	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131205	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131212	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131214	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131215	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131401	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131402	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131403	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131404	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131405	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131412	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131414	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131415	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131501	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131502	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131503	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131504	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131505	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131512	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131514	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50131515	增幅防御力核心	<color=00e2f0>增幅防御力</color>点燃核心。\蕴含3种能力。\代表保护的希伯来文第八个字母Chet散发着光芒。
50140101	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140102	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140103	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140104	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140105	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140112	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140113	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140115	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140201	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140202	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140203	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140204	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140205	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140212	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140213	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140215	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140301	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140302	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140303	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140304	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140305	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140312	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140313	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140315	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140401	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140402	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140403	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140404	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140405	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140412	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140413	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140415	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140501	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140502	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140503	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140504	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140505	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140512	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140513	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50140515	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141201	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141202	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141203	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141204	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141205	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141212	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141213	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141215	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141301	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141302	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141303	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141304	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141305	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141312	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141313	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141315	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141501	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141502	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141503	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141504	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141505	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141512	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141513	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
50141515	增幅敏捷度核心	<color=d3da00>增幅敏捷度</color>点燃核心。\蕴含3种能力。\代表智慧的希伯来文第九个字母Tet散发着光芒。
